ID	tweet	label
kr_train_00435	Ntibizoroha padiri koko simbyumva neza Birababaje pee akanirwe urumukwiye niba yakoze amakosa angana atyo kd yitwa uwihaye Imana	negative
kr_train_00436	Hhhhhhh ati IKIMWARO KURI NJYEWE mbega mbega mbega hhhhhh	negative
kr_train_00437	Nyagasani mana wakwisubije ibitsina waduhaye ko bikomeje kuduteza ibibazo koko	negative
kr_train_00438	Iyi missrwanda2021 kuyireba ndabona ntaho bitaniye nuko yari kubera mu muhezo	negative
kr_train_00439	Ko byaba ari ikibazo	negative
kr_train_00440	Munyumvire Abase biyemeje icyaha batakoze kandi banasjija banahamya abandi icyaha bataranabaho Ibi nabyo ni icyaha ubwabyo bakoze	negative
kr_train_00441	Uwonumuteto sha rero bagukubita ukicuzi igihe cyawe wataye	negative
kr_train_00442	Nkuyu aba Ari mu biki	negative
kr_train_00443	Kayiju nukuri Ngabo aba ari gushweza aha naramutikuye mubwire akwereke amaboko ye uko ameze	negative
kr_train_00444	Abana babacyire baranyica ukanjya kumva ngoUratsekeza Aho kuvuga uratsetsa cyakoze ijyikoma cyirakora	negative
kr_train_00445	Twizere ko muzagabanya Ubujura mudukorera 1 internet slow 2 network fail  3 guhamagara umuntu ukamubura kandi phone ye Iriho MTN mukosore miratubabaza	negative
kr_train_00446	Nukuri birababaje cyane niba aribyo	negative
kr_train_00447	Iki kibazo nikidasubizwa benshi bazishyura 5K Zabo ariko babure ishuri pe	negative
kr_train_00448	Yanze kubyumva  ubumenyi bw isi bwanze	negative
kr_train_00449	Gusubika inama ntibihombya ubuyobozi gusa bihombya igihugu muri rusange Kandi uwo mu oppoza yoppoza ubuyobozi apana igihugu Ntacyo wumvamo	negative
kr_train_00450	Mugerageze kunoza service Niba nagize ikibazo saa mbili mukagerageza kumbonera igisubizo saa kumi nimwe Nooo oyant rwose	negative
kr_train_00451	Unfortunately ur DM is not open kandi narintangiye kubwira umwana uti simbuka unzanire kamwe sh kuri butike	negative
kr_train_00452	Umukobwa Nakubwira Ko Agukunda ntuzakanure Ibyo Byiso Abakobwa Ntibakunda Baraharara Bagaharahuka Bikundira Udushya ubuzima bwiza namafaranga iyo bishize barigendera	negative
kr_train_00453	Kowagira ngo urumuhungu cg ubavukamo urumwe nibyo iyo ukabije 3 iya gatatu niyo kugutabara imvura yaguye	negative
kr_train_00454	Imishinga mba mfite iyo nkennye iyo mbonye amafrw ihinduka inzoga nibyana   mwebwe bigenda gute	negative
kr_train_00455	Ndaramuka ntabibonye iyo sura ndayiharura mn	negative
kr_train_00456	Izi zo urebye nabi zanakurya da	negative
kr_train_00457	Mwihangane kbs mujye mumesa utwenda twanyu twimbere kbs Ndambiwe burimunsi kujyenda nucyirwa muri kubera umwanda mugira ahreeee	negative
kr_train_00458	True talk ubwo rero bihita bukwereka impamvu u Rwanda ruza mu myanya ya nyuma kuri index yabaturage bishimye	negative
kr_train_00459	Hahiye dutwike nigihe gito ugashya Mukomeze ngo hahiye dutwike umunsi muzashya ntimuzongera kwitwikisha ubusa mwifotoza ubusa mwisetsa	negative
kr_train_00460	Gusazana amatiku nurwango niko gusaza nabi Amanjwa yaba opposition batari no mu Rwanda turayarambiwe	negative
kr_train_00461	Ubona ari abaturage bafunga umutwe cg ni ubuyobozi butakoze ubukangurambaga uko bikwiye	negative
kr_train_00462	Urumva kuba abana basoza amasomo bagaca amakayi abandi ukumva ngo batwitse ibitanda ni ibintu bisanzwe	negative
kr_train_00463	Ntago natunga umugore umwe ngo mbishobore njyewe	negative
kr_train_00464	Mwakoyobotse   umurongo muzima ariko ibibazo byaburimunsi bizabagezahe	negative
kr_train_00465	Cg abivugishw ngo trust mi	negative
kr_train_00466	uwanditse iyi message nawe ni umu Satanist	negative
kr_train_00467	KimJong Un ati niteguye gukoresha intwaro kirimbuzi	negative
kr_train_00468	Ikibazo cyanyu mwumva message nabi Kubamenyesha wabamenyesha ariko gusaba ko bakwemerera kugenda ibyo rwose bikorwa nabana gusa	negative
kr_train_00469	Uwo kurara tugenda bazubake comptoire muri free zone twinywere twisanzuye tubyina	negative
kr_train_00470	Kuba utabona ikibazo muri comment yawe nabyo ubwabyo ni ikibazo You can do better	negative
kr_train_00471	thanks Ubaye wa wundi usetsa nuvuye guta nyina uti brother Unkoreye umunsi kabisa brother	negative
kr_train_00472	NANGYE BANYIBYE IBIFITE AGACIRO KA 3M ariko NGO nzamwishakire why why	negative
kr_train_00473	Nyamara kariya ka app karatuma amafaranga atinjira uko bisanzwe	negative
kr_train_00474	Ni hatari kweriabakarwanyije ruswa nibo bafata iyambere mukuyirya	negative
kr_train_00475	Izo ndangagaciro zivane hano sha Hari aho biba ngombwa ko tuziyambura	negative
kr_train_00476	Rzka Hari ibintu ureba ukumva ubuze uko wabivuga Abana barashize	negative
kr_train_00477	Google nayo ubanza yashyizemo agakoni tuuu Nako ni udukoni twinshi tago ari kamwe	negative
kr_train_00478	Felo uri mbwa man	negative
kr_train_00479	Yoooo ndababaye sana Hagire umpa indirimbo ye iryoshe kandi iteye agahinda mbashe kuyiririraho	negative
kr_train_00480	Kugirango njye gusenga keretse mbonye umuntu wanyishyura 10K nkajyayo nkareba niba koko iruhande rwa kiriziya hakiri akabari nkayanywera	negative
kr_train_00481	Baca umugani mu kinyarwanda bati  Nyirakarimi kabi yatanze umurozi gupfa Sigaho muvandimwe	negative
kr_train_00482	Rusesabagina yashakaga kuba perezida w u Rwanda Kandi ngo ntago ari umunyarwanda Ndumiwe koko	negative
kr_train_00483	Kuyambara ntawe ubifiteho ikibazo Ikibazo ni ukuyigurishwa	negative
kr_train_00484	Youtubers rn BAGUWE GITUMO BARI KUNYWA URUMOGI BA BANYAMAKURU MUKUNDA CYANE	negative
kr_train_00485	mu bintu uzakinisha uzirinde guhura nigihara cyasaze cg cyasinze ni nko kurumwa nakabwana	negative
kr_train_00486	mwiriwe neza Hanyuma amanota yanjye ya Momotima mwambwira ahantu mwabaye muyajyanye konkangutse nkayabura	negative
kr_train_00487	Maze ndumigwaga kokoooo Caze kanigire guhiga umuceri mvabo ubusutwa aha	negative
kr_train_00488	Eweee mbega inkurumbi weeee ubuse agiye kuiyahura atabireba raa cg na pfe none ko igihe kigeze	negative
kr_train_00489	None c wamenye ibyawe ibya Kagame ukabimurekera ko nawe numva utorohewe	negative
kr_train_00490	Uvuze neza CyaneIyo Kovidi abantu ihitana Hari nubwo bajya kwegera abicwa ninzara ndetse nimpanuka munce zitandukanye turababaye	negative
kr_train_00491	Yewee nushak wiryamire kuko Nayejo ntayo afite Ngo yarayasibye kuko yayafashe mumutwe	negative
kr_train_00492	Eeeh Imana izagutwika ku munsi wimperuka pe	negative
kr_train_00493	Bidasubirwaho Hagati ya  na  umwe ari kwigiza nkana	negative
kr_train_00494	Insyanutsi ni wowe wiha gutuka abantu kubera posts zabo Jya ureba ibikureba Abo wavuze ni ba sisters banjye	negative
kr_train_00495	Burya mubuzima ntuzemerere chr wawe gusenga bucece  kuko hari igihe aba ari gusaba Imana undi mukunzi mushya	negative
kr_train_00496	Njye se ndazira iki mwa	negative
kr_train_00497	Ibyo murimo murumva bimeze gute abaswe Njyewe akagwa nkamereye nabi kbsa	negative
kr_train_00498	Nawe rero urahuzingo wemejumwana kumbi naguziko yamaze kukubara	negative
kr_train_00499	Ezayi 13 3Inka imenya nyirayo nindogobe imenya urugo rwa shebuja Abisirayeli bo ntibabizi ubwoko bwanjye ntibubyitaho	negative
kr_train_00500	Nkawe uratweeting ibyimipaka ya gatuna utazi na gatsata wakwicaye ugategereza moviti ko ariyo wabuze	negative
kr_train_00501	ese kki utajy udutera akanyabugabo ko guteret bae wae cg asanase	negative
kr_train_00502	Noneho nkeneye kurya akantu uyu munsi umukobua cg umumama numufungo ndawutanga ndakasuingingi	negative
kr_train_00503	Ese Ukundana nUmukobwa ukazamenya ko Papa wawe aryamana nawe watinyuka ukabibaza papa wawe cg wabibaza cherie wawe	negative
kr_train_00504	Umunyuwingezi rwose uyu nguyu nta mitwikire Ahubwo kubera bwa budasa yabonye NO eshatu ariko afite PASS mu ntoki ndaq	negative
kr_train_00505	Ubundi FaTwa nawe ubwe yikorera opposition Ntiwamubaza ibyo yavuze ejo Arwaye Amnsie	negative
kr_train_00506	Bakame ni bakame koko ndamweye uzi kwivugisha ukanisubiza umurezi buriya atera Naga State kbs	negative
kr_train_00507	Wamuhungu witwa  naze atubbwire ukuntu arsenal no mubagore bayikoramo uko bishakiye	negative
kr_train_00508	Burera Hagaragaye umurambo wumugabo bikekwa ko yiyahuye nyuma yo kwica umugore we	negative
kr_train_00509	Pasteur Ntimukanywe inzoga dore nabanzi banyu Yesu ati nimukunde abanzi banyu Nonese ngewe ndinde wokutumvira yesunibaribyo nyihera like	negative
kr_train_00510	Asubwo uwomuseso urabona abantu cyeretx niba uziranye nimburamukoro gusa	negative
kr_train_00511	Sha nange ubu numiwe umugabo winjajwa koko ubu nibamwirukana bizamumarira iki Afite ubugome bwo mu mutima	negative
kr_train_00512	Ariko umuntu utanashaka abakire ubwo yabuze umugabo ate ra	negative
kr_train_00513	Ase sha wumvako kukubeshya ko yayinjije byabamarira iki	negative
kr_train_00514	Abafundi babasinzi barasaze nukuri uziko avuze ngo BRALIRWA ngo isigaye ikora Sima nziza cyane	negative
kr_train_00515	Simbizi ariko nyine nawe wibaze impamvu ari byo ubanje gukeka Gusa ibisheke ni indiri yimibu sinabirota mbikora	negative
kr_train_00516	Ariko uriya mugore murabona icyaha atakora ari icyihe kweli Nawe ubwe ni icyaha SETU	negative
kr_train_00517	Bari kumurutsa cash yariye	negative
kr_train_00518	Madam wanjye bamwoherereje Message ngo ya ngurube nigenda umbwire kdi ntatungo tworoye	negative
kr_train_00519	KUJENJEKA NI IKI ni igihe Uba mu RUKUNDO numuntu umufata nkigi Ngo ntameneke Kandi kurundi ruhande hari abarikunukoramo umureti	negative
kr_train_00520	Idini ryigisha kureka icyaha ntabwo ndyita iry ukuri kuko ribs ribizi neza ko bidashoboka	negative
kr_train_00521	Ese nimba abakobwa badukunda cyane iyo twabahaye kuri buriya ntibivuzeko bakunda iriya fruit cyane we Sindengane nibarizaga	negative
kr_train_00522	Iyo njyanama yemeje ko inka buka muzajya muyicisha inzara kuriya ifite ibibazo bikomeye	negative
kr_train_00523	Kandi Ari umusore  Imbwakazi iba Ari ingore ntago iba Ari ingabo	negative
kr_train_00524	Ushingite kuki kubera ko ntawe yabengutse x ngo amugire umugore	negative
kr_train_00525	Noneho nawe ubaye aka wa mugani ngo UMUGISHA UTONDAGIRA AMABYI	negative
kr_train_00526	Ark ishyari ntirizashyira mubantu ntakuntu mwajya mwemera ko mwarushijwe aho kwitwaza ubusambo mujye muba abanya mwuga	negative
kr_train_00527	Afite naa marembo mu menyo	negative
kr_train_00528	Umusonga w undi ntukubuza gusinzira	negative
kr_train_00529	Buriya rero gufuhira umukunzi mutararushinga ninko kwanga ko abandi bakora kunkweto usanze mwisoko	negative
kr_train_00530	Ahari twacumuye ku Mana cgwa ababyeyi bacu	negative
kr_train_00531	Ndashaka kuzareba umuntu uha ruswa ngo ujue mu ijuru	negative
kr_train_00532	Ni psychological abnormal Shifting yibibazo byawe ku bandi uzacunge  na  Ako kantu barakagira ko guhora bumva banzwe	negative
kr_train_00533	Nyuma yumunsi wo gusomana dore undi uwuherekeza nuwa chocolate umurengwe chn	negative
kr_train_00534	Reba aho wavukiye umbwire icyari kuzakuvamo atari ukuba inkoramaso	negative
kr_train_00535	Abantu batukana baba bagaragaza intege nke muguhangana kuko umuntu ntiyemezw ningano yibitutsi wamututse ndabashimiye	negative
kr_train_00536	Agapfukamunywa kajyanye na miss rwanda tuzabikumbura disi	negative
kr_train_00537	Biratangaje Kandi biranagayitse kuba umuntu yicara akiyitirira urubuga rwikigo nkiki cya  bano nibo bikusanya bakagenda batwiba tuzumveko bagufashe nibura	negative
kr_train_00538	Umwana atwara 73 byungenge bwa Nyina nonex brooh iyo urebye girlfriend wae ubona umwana wae azab atekanye	negative
kr_train_00539	Noo it is just part of joking ark ibi sibyo bikwiriye ark kwigamba ku national team Doesnt makes sense	negative
kr_train_00540	Ariko wumva ko ikosa turikorera nde Twe NkAbanyarwanda Twahisemo kdi tuzi aho tugana Ninde wagutakiye	negative
kr_train_00541	nonese Sam abyica gute atabibamoyabonye amahirwe yo kubikora arabyica	negative
kr_train_00542	Nonese aravuga ngo akazi ka 80100k ngo banakodeshamo inzu ubwo bivuze ko rero abashofeur bo murwanda batabayeho	negative
kr_train_00543	Uraho uri kurirango amafarang yarabuze hari uri kwishyura inguzanyo yubukwe kandi umugore baratandukanye	negative
kr_train_00544	Mu mutwe wawe haranduye chr	negative
kr_train_00545	Sha tweets zuzuye agasuzuguro za hano zitera umujinya pe	negative
kr_train_00546	Mbi cyane Mediocre ahubwo ni Average kuko hari nizo wumva ukibaza icyo nyirayouwayikozenabayikunda icyo batekerezaga bajya gufata ibyo byemezo	negative
kr_train_00547	Wowe ibyo nywa ubinyweye wahita upfa	negative
kr_train_00548	Kizz Daniel se ko afungiwe mubaturanyi  ubwo umuntu wafunzwe uyu munsi azaba ari tayari in 5 days	negative
kr_train_00549	Ubu ndi single sans kintu	negative
kr_train_00550	Iyabyaye ibiboze yanaba niyagenze gake pfakuba ugenda nta bwenge Ishobora no kwihuta bikaba ari sawa da	negative
kr_train_00551	Ndumva Indwara Ari Iya Famille	negative
kr_train_00552	Nasuye umukunzi wanjye twitegurag kurushinga mukwezi kwa 8 nsangarikumwe nundi mutipe ubux nkoriki mubwire ubusicyano koko	negative
kr_train_00553	they are not OK ndakurahiye niba ntayo barareba	negative
kr_train_00554	Ibyo byo ntitwabitindaho but why wabigaruye mwashwanye	negative
kr_train_00555	Keretse utari muri runo Rwanda  Ka nceceke batamfunga umunwa  Dore ngo bizasaba ko dusakuza kandi bitemewe	negative
kr_train_00556	Uwo ni umurozi kabombo uzwi se	negative
kr_train_00557	Uyu mwaka ko Tutorohewe	negative
kr_train_00558	Gutera ivi ntabwo mbishyigikiye ntanubwo nakemera ko barinterera Ese ko wabigize intambara  Ntabwo napfukama mbisubiremo ntabwo napfukama tu	negative
kr_train_00559	Impamvu ni 2 1 Avugana ikinyabupfura gike cyane 2 Ntazi guhuza ibyo avuga ninshingano yiyitirira	negative
kr_train_00560	Etienne naramubwiye ngo ntazane umugore yanga kunyumva murashaka ko azakora divorce mwabarezi mwe	negative
kr_train_00561	Biterwa no kwikunda kwa burumwe uba ubona yifuza kugera kugasongero wenyine kuburyo abajyakoresha abandi nkabagaragube nkabimwe byakera bahekaga umwami	negative
kr_train_00562	Ntacyo yize nibyo yitwaga ko yize ubuterahamwe bwarabisibye burundu	negative
kr_train_00563	AHO GUSUBIRA MURI ZA GUMA MU NTARANA GUMA MURUGOAGASIMBA KAHA AKAZI ABANA BURWANDA	negative
kr_train_00564	None kuki byaguhangayikishije Ko Ari bireba atari wowe Niba bitazakunda kuki uri gukomeza usubiza cyane Wategereje ukareba	negative
kr_train_00565	Gutereta umukobwa ufite umutwe munini ntacyo biba bitwayekugeza igihe akuryamye mu gituza ukagirango wikoreye ibibazo bya Rayon sports	negative
kr_train_00566	Mbwira igitutsi kimwe ushaka ko ngutukira shaddyboo dore mufitiye inzika	negative
kr_train_00567	Baryita itorero icyo baryita ryose bazahindure imikorere kuko nkatwe abakilisitu tumeze nkaho tutagira ijambo muri   Hari byinshi bikenewe guhinduka	negative
kr_train_00568	Wasanga nabo barababaye imiryango yabandi igihe bari bazi ko bari ku kazi Kd ni ukuri urwo badusereyeho rugomba kubagogorera	negative
kr_train_00569	na  ntibashinzwe abadayimoni Aya yihorere azahura numucamanza uyashinzweazayajegeza igihe nikigera Kandi si kera	negative
kr_train_00570	Ark wagiy ureka  uyu mugabo urabona atari imbura mukoro koko	negative
kr_train_00571	Ikintu yakoze ku isura y urwanda mumahanga kandi bisanzwe bikorwa ariko bigahanwa nta saga zibayeho nkaziriya	negative
kr_train_00572	Ese ubwo ntasoni ufite Kuko yiyumva nkumuyobozi umugore we ntiyaba umuyobozi Udatinywa Mu muryango se bakwiye gutinyana	negative
kr_train_00573	Umushyitsi akagusura ukamuha ibyo kurya akabyanga  nkaho aba yabihashye	negative
kr_train_00574	Ndabyumva Joe yaratunguranye agenda abantu batazi bazi ko anarwaye none ndebera na Jay	negative
kr_train_00575	komwatinze guhemba noneho byagenze bite Ba landlord batangiye gufata imyanzuro mwibukeko Hari abishyura inzu muyo mwahembye	negative
kr_train_00576	Izo nimovi umaziminsi ureba ziri kukongoza ninde wabonye ubundi arwanishumutaka usibye film ya getili	negative
kr_train_00577	Had ibintu uba wumva birenze ubwonko bwa Muntu	negative
kr_train_00578	Ase ntakuntu umutakaumbrella bajya bakora discount kuko iyimvura nayo igiye kudushyira muri lockdown gumamurugo	negative
kr_train_00579	Najye kurya dodo wenyine ahangaha ni hahandi umubyeyi yihakana uwo yabyaye	negative
kr_train_00580	Chn nukuri woweho ndabona ufite imitekerereze iri poor kbx Abahe bandi x erura ubavugeee	negative
kr_train_00581	Ibyo mbanumva arubujiji kubagabo bafite iyo myumvire jiiii	negative
kr_train_00582	Habaho no kwirengagiza mwana kugira ngo batakuniga ndaqa	negative
kr_train_00583	Mu muhango wo gufungura utubari harabanza Abanywi bIngenzi Abavumbyi nabikopesha bazaza nyuma Volume niyo	negative
kr_train_00584	Mwapfuye iki se woe Njye nazize ubusa  namubwiye akantu gato ahita abibkora	negative
kr_train_00585	Ese ujya utekereza ko ba bakobwa ahita wirukiramo iyo wagafashe umunsi byanze ntawuzagusanga	negative
kr_train_00586	Nange ni ko mbibona Nta kwezi kujya gushira buriya bwoko budakoze impanuka Bizatekerezweho neza	negative
kr_train_00587	Umubyeyi eeee uratangiye ubwo bagiye kugutera indabla bla	negative
kr_train_00588	Umwe byavuzwe ngo ko yamutereranye se Niyitahire Gusa bibe byari ibihuha kuko umubyeyi ahora Ari umubyeyi	negative
kr_train_00589	Nibyope ese ya gahunda yokuremera umuntu yagiyehe komaze iminsi ndwaye ntarimpari dore nsanze nabo narimfite baragiye	negative
kr_train_00590	None se uwo mwuka wera ko nta we ndi kubona	negative
kr_train_00591	Kare nanyuze kumubyeyi kuri T2000 aravuga ngo mbega indaya nihumurije parfe niteye niba uhumura indaya biranshanga	negative
kr_train_00592	Kuki usanga abitwa ba kavukire batumvikana nabitwa abimukira ndetse ugasanga abapangayi batumvikana na ba nyiramazu bakodesha	negative
kr_train_00593	Niba wumva ko bf atazi Maths uzambwire ngo Bae Im pregnant	negative
kr_train_00594	Ubururu ni Rayon erega rekana nabasongarele	negative
kr_train_00595	Nyine kubera uri bitch imbwakazi niyo mpamvu yemera kuba imbua	negative
kr_train_00596	Ubwose iyo zabarizawe kontumva twari nokubura abanyeshuri	negative
kr_train_00597	Mwihorere ubwo afite inyungu yihariye mu gutukana Agahimbaza umusyi kava mu ngasire	negative
kr_train_00598	Those who did France munsobanurire ibyo uwisibo ambwiye peee ngo nanze kujya gufata amata yumwana yewee	negative
kr_train_00599	Aka ka kane ushyizemo niko kabi Urankomerekeje ubyumve Niwumva ufite ubumuntu unsabe imbabazi rwox	negative
kr_train_00600	Icyo nikibazo gusa hari ba nyiri mishinga bayimfira ariko bikanga nayo igamfa	negative
kr_train_00601	Mwarimu wamwigishije nawe yize nabi nigute umwana agira 8040	negative
kr_train_00602	Izo ziba Ari likes za shitani nabambari behamwe nabuzuye irari	negative
kr_train_00603	Uko kurimbuka bigiye kugwa gitumo Abadiventisiti nkuko byagendekeye Abisiraheli ITABAZA ItabazaTV Rwanda Burundi SDAChurch	negative
kr_train_00604	Iyo unaniwe kwihangana ukarasa nawe urabyumva gahunda zikomereza i Mageragere	negative
kr_train_00605	Ikibazo mushyiramo nabatabakeneye batareba na tweet zanyu nOne za small fish dufite agashiha	negative
kr_train_00606	Wagera he se mu nzira yuzuye imitego gutya Iyi si ni ishuri	negative
kr_train_00607	Ikibazo nuko aribo bapfa mbere Yuko ugafata	negative
kr_train_00608	Sinzi impamvu  inabi Mu mvugo mu nyandiko mu ngirobikomeza guhabwa intebe mu buzima bwa benshi	negative
kr_train_00609	Nyamara urampohoteye Nonese ushaka ko mpereze inguni iburyo cg ibumoso	negative
kr_train_00610	abantu bafana indaya butwi namavubi baba bafana  harabantu bamadebe kweli ese ubundi bagira umuyobozi widebe bo ntibabe amadebe	negative
kr_train_00611	Ubwo rero nyine gahunda niyandi nukubura imodoka muri gare ya Huye	negative
kr_train_00612	Umva nubwo inzonzi zibeshya ariko haribyo zitakwereka wari warota umukobwa yaguhaye amafaranga mbajije abasore	negative
kr_train_00613	Ubu aba nabo ejo tuzumva babakatiye gufungwa imyaka 25 GUSA	negative
kr_train_00614	aka nyuma niko kabi Ass  boobs  pretty face  what Uri umwana mubi	negative
kr_train_00615	Urukundo ruzacogora muri benshi kubera ko ubugome buzaba bwiganje	negative
kr_train_00616	Arko ngo Kabera mu gitondo araza kuba afite ikinyafu RwOT	negative
kr_train_00617	Erega abakobwa siko bose bakunda amafaranga Hari nabamwe bakunda ibiyakomokaho nkimodoka inkoko zokeje amafi ninzoga zihenze nibindi nkibyo	negative
kr_train_00618	MALI ikuyeho agahu ku nnyo Igakuriyeho abafaransa Gusa ndatekereza ko ibi bintu Umurusiya nUmushinwa babyihishe inyuma kabisa	negative
kr_train_00619	kandahi ni mundiri yubusambanyi nubusinzi ahubwo abe ariho bimurira imisigiti maze hahire rimwe	negative
kr_train_00620	Nkuko  yabisobanuye ibimenyetso byarabuze Ariko sinumva impamvu hirengagijwe ibisobanuro byuburyo ibimenyetso byasibanganyijwemo	negative
kr_train_00621	Ariko ubundi ibyo ubizi ute ko ntamugabo ugira	negative
kr_train_00622	Natwe tublocke umuswa wana abo atari yablocka mwirindira mumutange	negative
kr_train_00623	Abanya Rwanda Tuti kuki Kuchu KITTY atutse Tootsies Nuko KURTH nawe ati Tutti fruiti Tootsies Kuchus ntuzi uduti twamafuti	negative
kr_train_00624	Bazaduhe akazi ubusazi buzashira wakwiga uryamye from Monday up to Monday ugatekereza iki	negative
kr_train_00625	Bafunguye sport ra kugiti Ubonye iyo bafungura amazi muri Rubavu nibura Sport zose akaba ariho zikorerwabyaba ari umuti	negative
kr_train_00626	Haaaaaaaaakoma msosi Nukuntu bagira ibikabyo nokwiyemera ngo bari connected Turigumira muri muvuture sha	negative
kr_train_00627	Buriya ntacyantunguye nukuri Mugihe  ikiryamye kuri Mashami ntakintu tuzageraho pueh Kuva nabaho nubwambere nabona a coach with zero tactics	negative
kr_train_00628	Ninshingano zawe not mine Nucyeka ko nzaza kubigukorera birakureba	negative
kr_train_00629	Manayange guhabwa follow na big fish bisigaye bintera Ubwoba an following uyu munsi ejo akanjugunya Brock	negative
kr_train_00630	Ngo ni inkoni zo gukubita abantu	negative
kr_train_00631	Bibaho cyane ariko ni wa muco wa debate tutagira Umuntu azana ibintu agashyira aho agashaka ko ubyemera kandi bitumvikana	negative
kr_train_00632	Mwuka wera wamafaranga ndategetsengo uze unshozeho intambara Kandi umbangamire mu buryo bukomeye cyaneee Amen	negative
kr_train_00633	Ubwo uhaze bwa bucapati bwo mu biryogo shnn	negative
kr_train_00634	Urebe ibyo yagiye yivugira nyamara ntimugapfe kugendera mubigare ahubwo mujye mubanza musesengure ejo mutazagwa muruzi murwita ikiziba	negative
kr_train_00635	Ugasanga umunsi umwe ubonye Bonus yo kujya muri HotelMotel Uragiye urayizenguritse wifotoza nkaho ari wowe Boss waho wisubireho	negative
kr_train_00636	Mu rwanda niho honyine umubyeyi agutonganya amasaha atanu yarangiza ngo ntanamagambo menshi ashaka kuvugana nawe	negative
kr_train_00637	Ahubwo buri 1m nayimarira iyo myaka Kuba wumve iyo namara ntamwibuka	negative
kr_train_00638	Nawe narekarame ibye nyine kdi niba uriwe ihangane Gsa ntukavange amasaka namasakaramentu nitukubwirango udufashe kuyishyura uzabireke  burimuntu numusonga we	negative
kr_train_00639	Hhhhh umuzairwa arihasi bikabije hhhh aze muri EAC dufane nyine	negative
kr_train_00640	Cyane p uwaduha natwe tukabyigobotora byokanyagwa ikibazo nuko tubirimo amadeni menshi Ariko tuyabyishyuye twabirindagiza byokarindagira kumusozi	negative
kr_train_00641	Nibaza amadiplome bafite ago bayakuye bikanyobera kweligusa ukuri guca muziko ntigushyehhhh ngobitandukanyijeyewe singaye uwavuze ngo umwana WE	negative
kr_train_00642	Ufit ikibazo cyimyumvire woe mhn baby girl ntawe utakunda icyizere yigirira ahubwo uko agikorrsha nibyo bibi	negative
kr_train_00643	Ikibazo ni umuriro waho	negative
kr_train_00644	Sinzibagirwa umunsi Maman yanze ko nsiba ishuli kandi namusobanuriye neza ko umutima uri kundira mu mavi	negative
kr_train_00645	Ndavuga ikibazo cyo mu mutwe wa rujanga we  Tweet yawe ifite ikibazo cyo mu mutwe apana ikibazo cyubuvanganzo	negative
kr_train_00646	Ese  ngo mucuti wawe Neymar ngo asigaye yirarira ku gisimenti	negative
kr_train_00647	Aho bukera baravuga ko yaguze views muntwererano zabo	negative
kr_train_00648	Nese naba jyanywe no kureba inzoka  ibitatse urwagasabo ntibyatuma Nita kuri iriya tattoo	negative
kr_train_00649	Yakora kimwe gute kandi byose bikenewe Kandi nyamugabo agaramye mu ntebe	negative
kr_train_00650	Sinavuga ko wampambiriye kuko wampaye ama ide none dore indege zosezi kigali zose zansariye  Its okay nubundi nararompetse its okay	negative
kr_train_00651	kwifata biranze ndaseka nanjye nidubura nzareba ko udafute inzra nkizinka	negative
kr_train_00652	Nyamara  tuzayimenagura  mwamusubije amafaranga ye  cyangwa  ibambarize icyo mu maze	negative
kr_train_00653	Wagirango ntago ari abagabo	negative
kr_train_00654	Nkunda byacitse ariko ikibazo simenya igihe zabereye mpora ndi mu mandazi	negative
kr_train_00655	Uyu munsi ninde wakubeshye nturabukwe Cyangwa umunsi wo kubeshya waribagiranye	negative
kr_train_00656	Wagiye ureka gu controrwa numunwa ahubwo umunwa ukawucontrola ahubwo Ubu kuvuga uko urumva bikubahishije	negative
kr_train_00657	Ngaho abasore ni mwakire mutubwire Mubyukuri ni iki kiba kumubiri wabakobwa gituma intoki zanyi zihora zishaka kubakorakora	negative
kr_train_00658	Hano abaturanyi ndumva bashwana umugore avuga ngo Kigali We Share Ndi mucyera gati sinzi icyo bapfuye	negative
kr_train_00659	Rata mwe muzi byose iyo uburozi bumaze igihe kinini nabwo butakaza ubuziranenge	negative
kr_train_00660	Uwo yananyara kuri office yakarere	negative
kr_train_00661	i Jabana Kabuye uyu muriro ugenda ugaruka ugenda bishobora kuduteza impanuka	negative
kr_train_00662	Umugabo ukubitwa numugore ntakwiye kurega Ubwo c aba yabuze namaguru yo kwiruka	negative
kr_train_00663	Hhhh bro winyica nawe ubundi byose byapfiriye hariya amusaba interview rero ntiwakwaka service ngo uyihererwe kubuntu Yago si umusamiriya	negative
kr_train_00664	Ababyeyi bibutswe inshingano zabo zo kureresha akanyafu ndetse kubigo by amashuli hasubireho ibihano byatangwaga hatavuyeho ibiriho uyumunsi	negative
kr_train_00665	Ariko muge munamenya aho umuriro utagera muwuduhe nigute babona uwo kwiba twe twabuze uwo kwishyura	negative
kr_train_00666	Gahunda ni uko buri muntu akurura yishyira tu	negative
kr_train_00667	Hakorwe iki koko ngo aho imyitwarire nkiyi igaragara mu bana bacu icike Iyi video yashengura umutima wumubyeyi	negative
kr_train_00668	Kubera ikibazo cyuko nsanze harimo urubuga ntakoresha mbaye nifashe 5pornhub kandi wasanga arirwo rutwika peu muri comment arko	negative
kr_train_00669	Sibyo se wa kibwa weee	negative
kr_train_00670	Cyanjye ko njye nsigaye narihaye gahunda yo kureba ibitandeba	negative
