,tweet,label
445,"['nukuri', 'birababaje', 'cyane', 'niba', 'aribyo']",negative
446,"['iki', 'kibazo', 'nikidasubizwa', 'benshi', 'bazishyura', 'k', 'zabo', 'ariko', 'babure', 'ishuri', 'pe']",negative
447,"['yanze', 'kubyumva', 'ubumenyi', 'bw', 'isi', 'bwanze']",negative
448,"['gusubika', 'inama', 'ntibihombya', 'ubuyobozi', 'gusa', 'bihombya', 'igihugu', 'muri', 'rusange', 'kandi', 'uwo', 'mu', 'oppoza', 'yoppoza', 'ubuyobozi', 'apana', 'igihugu', 'ntacyo', 'wumvamo']",negative
449,"['mugerageze', 'kunoza', 'service', 'niba', 'nagize', 'ikibazo', 'saa', 'mbili', 'mukagerageza', 'kumbonera', 'igisubizo', 'saa', 'kumi', 'nimwe', 'nooo', 'oyant', 'rwose']",negative
450,"['unfortunately', 'ur', 'dm', 'is', 'not', 'open', 'kandi', 'narintangiye', 'kubwira', 'umwana', 'uti', 'simbuka', 'unzanire', 'kamwe', 'sh', 'kuri', 'butike']",negative
451,"['umukobwa', 'nakubwira', 'ko', 'agukunda', 'ntuzakanure', 'ibyo', 'byiso', 'abakobwa', 'ntibakunda', 'baraharara', 'bagaharahuka', 'bikundira', 'udushya', 'ubuzima', 'bwiza', 'namafaranga', 'iyo', 'bishize', 'barigendera']",negative
452,"['kowagira', 'ngo', 'urumuhungu', 'cg', 'ubavukamo', 'urumwe', 'nibyo', 'iyo', 'ukabije', 'iya', 'gatatu', 'niyo', 'kugutabara', 'imvura', 'yaguye']",negative
453,"['imishinga', 'mba', 'mfite', 'iyo', 'nkennye', 'iyo', 'mbonye', 'amafrw', 'ihinduka', 'inzoga', 'nibyana', 'mwebwe', 'bigenda', 'gute']",negative
454,"['ndaramuka', 'ntabibonye', 'iyo', 'sura', 'ndayiharura', 'mn']",negative
455,"['izi', 'zo', 'urebye', 'nabi', 'zanakurya', 'da']",negative
456,"['mwihangane', 'kbs', 'mujye', 'mumesa', 'utwenda', 'twanyu', 'twimbere', 'kbs', 'ndambiwe', 'burimunsi', 'kujyenda', 'nucyirwa', 'muri', 'kubera', 'umwanda', 'mugira', 'ahreeee']",negative
457,"['true', 'talk', 'ubwo', 'rero', 'bihita', 'bukwereka', 'impamvu', 'u', 'rwanda', 'ruza', 'mu', 'myanya', 'ya', 'nyuma', 'kuri', 'index', 'yabaturage', 'bishimye']",negative
458,"['hahiye', 'dutwike', 'nigihe', 'gito', 'ugashya', 'mukomeze', 'ngo', 'hahiye', 'dutwike', 'umunsi', 'muzashya', 'ntimuzongera', 'kwitwikisha', 'ubusa', 'mwifotoza', 'ubusa', 'mwisetsa']",negative
459,"['gusazana', 'amatiku', 'nurwango', 'niko', 'gusaza', 'nabi', 'amanjwa', 'yaba', 'opposition', 'batari', 'no', 'mu', 'rwanda', 'turayarambiwe']",negative
460,"['ubona', 'ari', 'abaturage', 'bafunga', 'umutwe', 'cg', 'ni', 'ubuyobozi', 'butakoze', 'ubukangurambaga', 'uko', 'bikwiye']",negative
461,"['urumva', 'kuba', 'abana', 'basoza', 'amasomo', 'bagaca', 'amakayi', 'abandi', 'ukumva', 'ngo', 'batwitse', 'ibitanda', 'ni', 'ibintu', 'bisanzwe']",negative
462,"['ntago', 'natunga', 'umugore', 'umwe', 'ngo', 'mbishobore', 'njyewe']",negative
463,"['mwakoyobotse', 'umurongo', 'muzima', 'ariko', 'ibibazo', 'byaburimunsi', 'bizabagezahe']",negative
464,"['cg', 'abivugishw', 'ngo', 'trust', 'mi']",negative
465,"['uwanditse', 'iyi', 'message', 'nawe', 'ni', 'umu', 'satanist']",negative
466,"['kimjong', 'un', 'ati', 'niteguye', 'gukoresha', 'intwaro', 'kirimbuzi']",negative
467,"['ikibazo', 'cyanyu', 'mwumva', 'message', 'nabi', 'kubamenyesha', 'wabamenyesha', 'ariko', 'gusaba', 'ko', 'bakwemerera', 'kugenda', 'ibyo', 'rwose', 'bikorwa', 'nabana', 'gusa']",negative
468,"['uwo', 'kurara', 'tugenda', 'bazubake', 'comptoire', 'muri', 'free', 'zone', 'twinywere', 'twisanzuye', 'tubyina']",negative
469,"['kuba', 'utabona', 'ikibazo', 'muri', 'comment', 'yawe', 'nabyo', 'ubwabyo', 'ni', 'ikibazo', 'you', 'can', 'do', 'better']",negative
470,"['thanks', 'ubaye', 'wa', 'wundi', 'usetsa', 'nuvuye', 'guta', 'nyina', 'uti', 'brother', 'unkoreye', 'umunsi', 'kabisa', 'brother']",negative
471,"['nangye', 'banyibye', 'ibifite', 'agaciro', 'ka', 'm', 'ariko', 'ngo', 'nzamwishakire', 'why', 'why']",negative
472,"['nyamara', 'kariya', 'ka', 'app', 'karatuma', 'amafaranga', 'atinjira', 'uko', 'bisanzwe']",negative
473,"['ni', 'hatari', 'kweriabakarwanyije', 'ruswa', 'nibo', 'bafata', 'iyambere', 'mukuyirya']",negative
474,"['izo', 'ndangagaciro', 'zivane', 'hano', 'sha', 'hari', 'aho', 'biba', 'ngombwa', 'ko', 'tuziyambura']",negative
475,"['rzka', 'hari', 'ibintu', 'ureba', 'ukumva', 'ubuze', 'uko', 'wabivuga', 'abana', 'barashize']",negative
476,"['google', 'nayo', 'ubanza', 'yashyizemo', 'agakoni', 'tuuu', 'nako', 'ni', 'udukoni', 'twinshi', 'tago', 'ari', 'kamwe']",negative
477,"['felo', 'uri', 'mbwa', 'man']",negative
478,"['yoooo', 'ndababaye', 'sana', 'hagire', 'umpa', 'indirimbo', 'ye', 'iryoshe', 'kandi', 'iteye', 'agahinda', 'mbashe', 'kuyiririraho']",negative
479,"['kugirango', 'njye', 'gusenga', 'keretse', 'mbonye', 'umuntu', 'wanyishyura', 'k', 'nkajyayo', 'nkareba', 'niba', 'koko', 'iruhande', 'rwa', 'kiriziya', 'hakiri', 'akabari', 'nkayanywera']",negative
480,"['baca', 'umugani', 'mu', 'kinyarwanda', 'bati', 'nyirakarimi', 'kabi', 'yatanze', 'umurozi', 'gupfa', 'sigaho', 'muvandimwe']",negative
481,"['rusesabagina', 'yashakaga', 'kuba', 'perezida', 'w', 'u', 'rwanda', 'kandi', 'ngo', 'ntago', 'ari', 'umunyarwanda', 'ndumiwe', 'koko']",negative
482,"['kuyambara', 'ntawe', 'ubifiteho', 'ikibazo', 'ikibazo', 'ni', 'ukuyigurishwa']",negative
483,"['youtubers', 'rn', 'baguwe', 'gitumo', 'bari', 'kunywa', 'urumogi', 'ba', 'banyamakuru', 'mukunda', 'cyane']",negative
484,"['mu', 'bintu', 'uzakinisha', 'uzirinde', 'guhura', 'nigihara', 'cyasaze', 'cg', 'cyasinze', 'ni', 'nko', 'kurumwa', 'nakabwana']",negative
485,"['mwiriwe', 'neza', 'hanyuma', 'amanota', 'yanjye', 'ya', 'momotima', 'mwambwira', 'ahantu', 'mwabaye', 'muyajyanye', 'konkangutse', 'nkayabura']",negative
486,"['maze', 'ndumigwaga', 'kokoooo', 'caze', 'kanigire', 'guhiga', 'umuceri', 'mvabo', 'ubusutwa', 'aha']",negative
487,"['eweee', 'mbega', 'inkurumbi', 'weeee', 'ubuse', 'agiye', 'kuiyahura', 'atabireba', 'raa', 'cg', 'na', 'pfe', 'none', 'ko', 'igihe', 'kigeze']",negative
488,"['none', 'c', 'wamenye', 'ibyawe', 'ibya', 'kagame', 'ukabimurekera', 'ko', 'nawe', 'numva', 'utorohewe']",negative
489,"['uvuze', 'neza', 'cyaneiyo', 'kovidi', 'abantu', 'ihitana', 'hari', 'nubwo', 'bajya', 'kwegera', 'abicwa', 'ninzara', 'ndetse', 'nimpanuka', 'munce', 'zitandukanye', 'turababaye']",negative
490,"['yewee', 'nushak', 'wiryamire', 'kuko', 'nayejo', 'ntayo', 'afite', 'ngo', 'yarayasibye', 'kuko', 'yayafashe', 'mumutwe']",negative
491,"['eeeh', 'imana', 'izagutwika', 'ku', 'munsi', 'wimperuka', 'pe']",negative
492,"['bidasubirwaho', 'hagati', 'ya', 'na', 'umwe', 'ari', 'kwigiza', 'nkana']",negative
493,"['insyanutsi', 'ni', 'wowe', 'wiha', 'gutuka', 'abantu', 'kubera', 'posts', 'zabo', 'jya', 'ureba', 'ibikureba', 'abo', 'wavuze', 'ni', 'ba', 'sisters', 'banjye']",negative
494,"['burya', 'mubuzima', 'ntuzemerere', 'chr', 'wawe', 'gusenga', 'bucece', 'kuko', 'hari', 'igihe', 'aba', 'ari', 'gusaba', 'imana', 'undi', 'mukunzi', 'mushya']",negative
495,"['njye', 'se', 'ndazira', 'iki', 'mwa']",negative
496,"['ibyo', 'murimo', 'murumva', 'bimeze', 'gute', 'abaswe', 'njyewe', 'akagwa', 'nkamereye', 'nabi', 'kbsa']",negative
497,"['nawe', 'rero', 'urahuzingo', 'wemejumwana', 'kumbi', 'naguziko', 'yamaze', 'kukubara']",negative
498,"['ezayi', 'inka', 'imenya', 'nyirayo', 'nindogobe', 'imenya', 'urugo', 'rwa', 'shebuja', 'abisirayeli', 'bo', 'ntibabizi', 'ubwoko', 'bwanjye', 'ntibubyitaho']",negative
499,"['nkawe', 'uratweeting', 'ibyimipaka', 'ya', 'gatuna', 'utazi', 'na', 'gatsata', 'wakwicaye', 'ugategereza', 'moviti', 'ko', 'ariyo', 'wabuze']",negative
500,"['ese', 'kki', 'utajy', 'udutera', 'akanyabugabo', 'ko', 'guteret', 'bae', 'wae', 'cg', 'asanase']",negative
501,"['noneho', 'nkeneye', 'kurya', 'akantu', 'uyu', 'munsi', 'umukobua', 'cg', 'umumama', 'numufungo', 'ndawutanga', 'ndakasuingingi']",negative
502,"['ese', 'ukundana', 'numukobwa', 'ukazamenya', 'ko', 'papa', 'wawe', 'aryamana', 'nawe', 'watinyuka', 'ukabibaza', 'papa', 'wawe', 'cg', 'wabibaza', 'cherie', 'wawe']",negative
503,"['umunyuwingezi', 'rwose', 'uyu', 'nguyu', 'nta', 'mitwikire', 'ahubwo', 'kubera', 'bwa', 'budasa', 'yabonye', 'no', 'eshatu', 'ariko', 'afite', 'pass', 'mu', 'ntoki', 'ndaq']",negative
504,"['ubundi', 'fatwa', 'nawe', 'ubwe', 'yikorera', 'opposition', 'ntiwamubaza', 'ibyo', 'yavuze', 'ejo', 'arwaye', 'amnsie']",negative
505,"['bakame', 'ni', 'bakame', 'koko', 'ndamweye', 'uzi', 'kwivugisha', 'ukanisubiza', 'umurezi', 'buriya', 'atera', 'naga', 'state', 'kbs']",negative
506,"['wamuhungu', 'witwa', 'naze', 'atubbwire', 'ukuntu', 'arsenal', 'no', 'mubagore', 'bayikoramo', 'uko', 'bishakiye']",negative
507,"['burera', 'hagaragaye', 'umurambo', 'wumugabo', 'bikekwa', 'ko', 'yiyahuye', 'nyuma', 'yo', 'kwica', 'umugore', 'we']",negative
508,"['pasteur', 'ntimukanywe', 'inzoga', 'dore', 'nabanzi', 'banyu', 'yesu', 'ati', 'nimukunde', 'abanzi', 'banyu', 'nonese', 'ngewe', 'ndinde', 'wokutumvira', 'yesunibaribyo', 'nyihera', 'like']",negative
509,"['asubwo', 'uwomuseso', 'urabona', 'abantu', 'cyeretx', 'niba', 'uziranye', 'nimburamukoro', 'gusa']",negative
510,"['sha', 'nange', 'ubu', 'numiwe', 'umugabo', 'winjajwa', 'koko', 'ubu', 'nibamwirukana', 'bizamumarira', 'iki', 'afite', 'ubugome', 'bwo', 'mu', 'mutima']",negative
511,"['ariko', 'umuntu', 'utanashaka', 'abakire', 'ubwo', 'yabuze', 'umugabo', 'ate', 'ra']",negative
512,"['ase', 'sha', 'wumvako', 'kukubeshya', 'ko', 'yayinjije', 'byabamarira', 'iki']",negative
513,"['abafundi', 'babasinzi', 'barasaze', 'nukuri', 'uziko', 'avuze', 'ngo', 'bralirwa', 'ngo', 'isigaye', 'ikora', 'sima', 'nziza', 'cyane']",negative
514,"['simbizi', 'ariko', 'nyine', 'nawe', 'wibaze', 'impamvu', 'ari', 'byo', 'ubanje', 'gukeka', 'gusa', 'ibisheke', 'ni', 'indiri', 'yimibu', 'sinabirota', 'mbikora']",negative
515,"['ariko', 'uriya', 'mugore', 'murabona', 'icyaha', 'atakora', 'ari', 'icyihe', 'kweli', 'nawe', 'ubwe', 'ni', 'icyaha', 'setu']",negative
516,"['bari', 'kumurutsa', 'cash', 'yariye']",negative
517,"['madam', 'wanjye', 'bamwoherereje', 'message', 'ngo', 'ya', 'ngurube', 'nigenda', 'umbwire', 'kdi', 'ntatungo', 'tworoye']",negative
518,"['kujenjeka', 'ni', 'iki', 'ni', 'igihe', 'uba', 'mu', 'rukundo', 'numuntu', 'umufata', 'nkigi', 'ngo', 'ntameneke', 'kandi', 'kurundi', 'ruhande', 'hari', 'abarikunukoramo', 'umureti']",negative
519,"['idini', 'ryigisha', 'kureka', 'icyaha', 'ntabwo', 'ndyita', 'iry', 'ukuri', 'kuko', 'ribs', 'ribizi', 'neza', 'ko', 'bidashoboka']",negative
520,"['ese', 'nimba', 'abakobwa', 'badukunda', 'cyane', 'iyo', 'twabahaye', 'kuri', 'buriya', 'ntibivuzeko', 'bakunda', 'iriya', 'fruit', 'cyane', 'we', 'sindengane', 'nibarizaga']",negative
521,"['iyo', 'njyanama', 'yemeje', 'ko', 'inka', 'buka', 'muzajya', 'muyicisha', 'inzara', 'kuriya', 'ifite', 'ibibazo', 'bikomeye']",negative
522,"['kandi', 'ari', 'umusore', 'imbwakazi', 'iba', 'ari', 'ingore', 'ntago', 'iba', 'ari', 'ingabo']",negative
523,"['ushingite', 'kuki', 'kubera', 'ko', 'ntawe', 'yabengutse', 'x', 'ngo', 'amugire', 'umugore']",negative
524,"['noneho', 'nawe', 'ubaye', 'aka', 'wa', 'mugani', 'ngo', 'umugisha', 'utondagira', 'amabyi']",negative
525,"['ark', 'ishyari', 'ntirizashyira', 'mubantu', 'ntakuntu', 'mwajya', 'mwemera', 'ko', 'mwarushijwe', 'aho', 'kwitwaza', 'ubusambo', 'mujye', 'muba', 'abanya', 'mwuga']",negative
526,"['afite', 'naa', 'marembo', 'mu', 'menyo']",negative
527,"['umusonga', 'w', 'undi', 'ntukubuza', 'gusinzira']",negative
528,"['buriya', 'rero', 'gufuhira', 'umukunzi', 'mutararushinga', 'ninko', 'kwanga', 'ko', 'abandi', 'bakora', 'kunkweto', 'usanze', 'mwisoko']",negative
529,"['ahari', 'twacumuye', 'ku', 'mana', 'cgwa', 'ababyeyi', 'bacu']",negative
530,"['ndashaka', 'kuzareba', 'umuntu', 'uha', 'ruswa', 'ngo', 'ujue', 'mu', 'ijuru']",negative
531,"['ni', 'psychological', 'abnormal', 'shifting', 'yibibazo', 'byawe', 'ku', 'bandi', 'uzacunge', 'na', 'ako', 'kantu', 'barakagira', 'ko', 'guhora', 'bumva', 'banzwe']",negative
532,"['nyuma', 'yumunsi', 'wo', 'gusomana', 'dore', 'undi', 'uwuherekeza', 'nuwa', 'chocolate', 'umurengwe', 'chn']",negative
533,"['reba', 'aho', 'wavukiye', 'umbwire', 'icyari', 'kuzakuvamo', 'atari', 'ukuba', 'inkoramaso']",negative
534,"['abantu', 'batukana', 'baba', 'bagaragaza', 'intege', 'nke', 'muguhangana', 'kuko', 'umuntu', 'ntiyemezw', 'ningano', 'yibitutsi', 'wamututse', 'ndabashimiye']",negative
535,"['agapfukamunywa', 'kajyanye', 'na', 'miss', 'rwanda', 'tuzabikumbura', 'disi']",negative
536,"['biratangaje', 'kandi', 'biranagayitse', 'kuba', 'umuntu', 'yicara', 'akiyitirira', 'urubuga', 'rwikigo', 'nkiki', 'cya', 'bano', 'nibo', 'bikusanya', 'bakagenda', 'batwiba', 'tuzumveko', 'bagufashe', 'nibura']",negative
537,"['umwana', 'atwara', 'byungenge', 'bwa', 'nyina', 'nonex', 'brooh', 'iyo', 'urebye', 'girlfriend', 'wae', 'ubona', 'umwana', 'wae', 'azab', 'atekanye']",negative
538,"['noo', 'it', 'is', 'just', 'part', 'of', 'joking', 'ark', 'ibi', 'sibyo', 'bikwiriye', 'ark', 'kwigamba', 'ku', 'national', 'team', 'doesnt', 'makes', 'sense']",negative
539,"['ariko', 'wumva', 'ko', 'ikosa', 'turikorera', 'nde', 'twe', 'nkabanyarwanda', 'twahisemo', 'kdi', 'tuzi', 'aho', 'tugana', 'ninde', 'wagutakiye']",negative
540,"['nonese', 'sam', 'abyica', 'gute', 'atabibamoyabonye', 'amahirwe', 'yo', 'kubikora', 'arabyica']",negative
541,"['nonese', 'aravuga', 'ngo', 'akazi', 'ka', 'k', 'ngo', 'banakodeshamo', 'inzu', 'ubwo', 'bivuze', 'ko', 'rero', 'abashofeur', 'bo', 'murwanda', 'batabayeho']",negative
542,"['uraho', 'uri', 'kurirango', 'amafarang', 'yarabuze', 'hari', 'uri', 'kwishyura', 'inguzanyo', 'yubukwe', 'kandi', 'umugore', 'baratandukanye']",negative
543,"['mu', 'mutwe', 'wawe', 'haranduye', 'chr']",negative
544,"['sha', 'tweets', 'zuzuye', 'agasuzuguro', 'za', 'hano', 'zitera', 'umujinya', 'pe']",negative
545,"['mbi', 'cyane', 'mediocre', 'ahubwo', 'ni', 'average', 'kuko', 'hari', 'nizo', 'wumva', 'ukibaza', 'icyo', 'nyirayouwayikozenabayikunda', 'icyo', 'batekerezaga', 'bajya', 'gufata', 'ibyo', 'byemezo']",negative
546,"['wowe', 'ibyo', 'nywa', 'ubinyweye', 'wahita', 'upfa']",negative
547,"['kizz', 'daniel', 'se', 'ko', 'afungiwe', 'mubaturanyi', 'ubwo', 'umuntu', 'wafunzwe', 'uyu', 'munsi', 'azaba', 'ari', 'tayari', 'in', 'days']",negative
548,"['ubu', 'ndi', 'single', 'sans', 'kintu']",negative
549,"['iyabyaye', 'ibiboze', 'yanaba', 'niyagenze', 'gake', 'pfakuba', 'ugenda', 'nta', 'bwenge', 'ishobora', 'no', 'kwihuta', 'bikaba', 'ari', 'sawa', 'da']",negative
550,"['ndumva', 'indwara', 'ari', 'iya', 'famille']",negative
551,"['nasuye', 'umukunzi', 'wanjye', 'twitegurag', 'kurushinga', 'mukwezi', 'kwa', 'nsangarikumwe', 'nundi', 'mutipe', 'ubux', 'nkoriki', 'mubwire', 'ubusicyano', 'koko']",negative
552,"['they', 'are', 'not', 'ok', 'ndakurahiye', 'niba', 'ntayo', 'barareba']",negative
553,"['ibyo', 'byo', 'ntitwabitindaho', 'but', 'why', 'wabigaruye', 'mwashwanye']",negative
554,"['keretse', 'utari', 'muri', 'runo', 'rwanda', 'ka', 'nceceke', 'batamfunga', 'umunwa', 'dore', 'ngo', 'bizasaba', 'ko', 'dusakuza', 'kandi', 'bitemewe']",negative
555,"['uwo', 'ni', 'umurozi', 'kabombo', 'uzwi', 'se']",negative
556,"['uyu', 'mwaka', 'ko', 'tutorohewe']",negative
557,"['gutera', 'ivi', 'ntabwo', 'mbishyigikiye', 'ntanubwo', 'nakemera', 'ko', 'barinterera', 'ese', 'ko', 'wabigize', 'intambara', 'ntabwo', 'napfukama', 'mbisubiremo', 'ntabwo', 'napfukama', 'tu']",negative
558,"['impamvu', 'ni', 'avugana', 'ikinyabupfura', 'gike', 'cyane', 'ntazi', 'guhuza', 'ibyo', 'avuga', 'ninshingano', 'yiyitirira']",negative
559,"['etienne', 'naramubwiye', 'ngo', 'ntazane', 'umugore', 'yanga', 'kunyumva', 'murashaka', 'ko', 'azakora', 'divorce', 'mwabarezi', 'mwe']",negative
560,"['biterwa', 'no', 'kwikunda', 'kwa', 'burumwe', 'uba', 'ubona', 'yifuza', 'kugera', 'kugasongero', 'wenyine', 'kuburyo', 'abajyakoresha', 'abandi', 'nkabagaragube', 'nkabimwe', 'byakera', 'bahekaga', 'umwami']",negative
561,"['ntacyo', 'yize', 'nibyo', 'yitwaga', 'ko', 'yize', 'ubuterahamwe', 'bwarabisibye', 'burundu']",negative
562,"['aho', 'gusubira', 'muri', 'za', 'guma', 'mu', 'ntarana', 'guma', 'murugoagasimba', 'kaha', 'akazi', 'abana', 'burwanda']",negative
563,"['none', 'kuki', 'byaguhangayikishije', 'ko', 'ari', 'bireba', 'atari', 'wowe', 'niba', 'bitazakunda', 'kuki', 'uri', 'gukomeza', 'usubiza', 'cyane', 'wategereje', 'ukareba']",negative
564,"['gutereta', 'umukobwa', 'ufite', 'umutwe', 'munini', 'ntacyo', 'biba', 'bitwayekugeza', 'igihe', 'akuryamye', 'mu', 'gituza', 'ukagirango', 'wikoreye', 'ibibazo', 'bya', 'rayon', 'sports']",negative
565,"['mbwira', 'igitutsi', 'kimwe', 'ushaka', 'ko', 'ngutukira', 'shaddyboo', 'dore', 'mufitiye', 'inzika']",negative
566,"['baryita', 'itorero', 'icyo', 'baryita', 'ryose', 'bazahindure', 'imikorere', 'kuko', 'nkatwe', 'abakilisitu', 'tumeze', 'nkaho', 'tutagira', 'ijambo', 'muri', 'hari', 'byinshi', 'bikenewe', 'guhinduka']",negative
567,"['wasanga', 'nabo', 'barababaye', 'imiryango', 'yabandi', 'igihe', 'bari', 'bazi', 'ko', 'bari', 'ku', 'kazi', 'kd', 'ni', 'ukuri', 'urwo', 'badusereyeho', 'rugomba', 'kubagogorera']",negative
568,"['na', 'ntibashinzwe', 'abadayimoni', 'aya', 'yihorere', 'azahura', 'numucamanza', 'uyashinzweazayajegeza', 'igihe', 'nikigera', 'kandi', 'si', 'kera']",negative
569,"['ark', 'wagiy', 'ureka', 'uyu', 'mugabo', 'urabona', 'atari', 'imbura', 'mukoro', 'koko']",negative
570,"['ikintu', 'yakoze', 'ku', 'isura', 'y', 'urwanda', 'mumahanga', 'kandi', 'bisanzwe', 'bikorwa', 'ariko', 'bigahanwa', 'nta', 'saga', 'zibayeho', 'nkaziriya']",negative
571,"['ese', 'ubwo', 'ntasoni', 'ufite', 'kuko', 'yiyumva', 'nkumuyobozi', 'umugore', 'we', 'ntiyaba', 'umuyobozi', 'udatinywa', 'mu', 'muryango', 'se', 'bakwiye', 'gutinyana']",negative
572,"['umushyitsi', 'akagusura', 'ukamuha', 'ibyo', 'kurya', 'akabyanga', 'nkaho', 'aba', 'yabihashye']",negative
573,"['ndabyumva', 'joe', 'yaratunguranye', 'agenda', 'abantu', 'batazi', 'bazi', 'ko', 'anarwaye', 'none', 'ndebera', 'na', 'jay']",negative
574,"['komwatinze', 'guhemba', 'noneho', 'byagenze', 'bite', 'ba', 'landlord', 'batangiye', 'gufata', 'imyanzuro', 'mwibukeko', 'hari', 'abishyura', 'inzu', 'muyo', 'mwahembye']",negative
575,"['izo', 'nimovi', 'umaziminsi', 'ureba', 'ziri', 'kukongoza', 'ninde', 'wabonye', 'ubundi', 'arwanishumutaka', 'usibye', 'film', 'ya', 'getili']",negative
576,"['had', 'ibintu', 'uba', 'wumva', 'birenze', 'ubwonko', 'bwa', 'muntu']",negative
577,"['ase', 'ntakuntu', 'umutakaumbrella', 'bajya', 'bakora', 'discount', 'kuko', 'iyimvura', 'nayo', 'igiye', 'kudushyira', 'muri', 'lockdown', 'gumamurugo']",negative
578,"['najye', 'kurya', 'dodo', 'wenyine', 'ahangaha', 'ni', 'hahandi', 'umubyeyi', 'yihakana', 'uwo', 'yabyaye']",negative
579,"['chn', 'nukuri', 'woweho', 'ndabona', 'ufite', 'imitekerereze', 'iri', 'poor', 'kbx', 'abahe', 'bandi', 'x', 'erura', 'ubavugeee']",negative
580,"['ibyo', 'mbanumva', 'arubujiji', 'kubagabo', 'bafite', 'iyo', 'myumvire', 'jiiii']",negative
581,"['habaho', 'no', 'kwirengagiza', 'mwana', 'kugira', 'ngo', 'batakuniga', 'ndaqa']",negative
582,"['mu', 'muhango', 'wo', 'gufungura', 'utubari', 'harabanza', 'abanywi', 'bingenzi', 'abavumbyi', 'nabikopesha', 'bazaza', 'nyuma', 'volume', 'niyo']",negative
583,"['mwapfuye', 'iki', 'se', 'woe', 'njye', 'nazize', 'ubusa', 'namubwiye', 'akantu', 'gato', 'ahita', 'abibkora']",negative
584,"['ese', 'ujya', 'utekereza', 'ko', 'ba', 'bakobwa', 'ahita', 'wirukiramo', 'iyo', 'wagafashe', 'umunsi', 'byanze', 'ntawuzagusanga']",negative
585,"['nange', 'ni', 'ko', 'mbibona', 'nta', 'kwezi', 'kujya', 'gushira', 'buriya', 'bwoko', 'budakoze', 'impanuka', 'bizatekerezweho', 'neza']",negative
586,"['umubyeyi', 'eeee', 'uratangiye', 'ubwo', 'bagiye', 'kugutera', 'indabla', 'bla']",negative
587,"['umwe', 'byavuzwe', 'ngo', 'ko', 'yamutereranye', 'se', 'niyitahire', 'gusa', 'bibe', 'byari', 'ibihuha', 'kuko', 'umubyeyi', 'ahora', 'ari', 'umubyeyi']",negative
588,"['nibyope', 'ese', 'ya', 'gahunda', 'yokuremera', 'umuntu', 'yagiyehe', 'komaze', 'iminsi', 'ndwaye', 'ntarimpari', 'dore', 'nsanze', 'nabo', 'narimfite', 'baragiye']",negative
589,"['none', 'se', 'uwo', 'mwuka', 'wera', 'ko', 'nta', 'we', 'ndi', 'kubona']",negative
590,"['kare', 'nanyuze', 'kumubyeyi', 'kuri', 't', 'aravuga', 'ngo', 'mbega', 'indaya', 'nihumurije', 'parfe', 'niteye', 'niba', 'uhumura', 'indaya', 'biranshanga']",negative
591,"['kuki', 'usanga', 'abitwa', 'ba', 'kavukire', 'batumvikana', 'nabitwa', 'abimukira', 'ndetse', 'ugasanga', 'abapangayi', 'batumvikana', 'na', 'ba', 'nyiramazu', 'bakodesha']",negative
592,"['niba', 'wumva', 'ko', 'bf', 'atazi', 'maths', 'uzambwire', 'ngo', 'bae', 'im', 'pregnant']",negative
593,"['ubururu', 'ni', 'rayon', 'erega', 'rekana', 'nabasongarele']",negative
594,"['nyine', 'kubera', 'uri', 'bitch', 'imbwakazi', 'niyo', 'mpamvu', 'yemera', 'kuba', 'imbua']",negative
595,"['ubwose', 'iyo', 'zabarizawe', 'kontumva', 'twari', 'nokubura', 'abanyeshuri']",negative
596,"['mwihorere', 'ubwo', 'afite', 'inyungu', 'yihariye', 'mu', 'gutukana', 'agahimbaza', 'umusyi', 'kava', 'mu', 'ngasire']",negative
597,"['those', 'who', 'did', 'france', 'munsobanurire', 'ibyo', 'uwisibo', 'ambwiye', 'peee', 'ngo', 'nanze', 'kujya', 'gufata', 'amata', 'yumwana', 'yewee']",negative
598,"['aka', 'ka', 'kane', 'ushyizemo', 'niko', 'kabi', 'urankomerekeje', 'ubyumve', 'niwumva', 'ufite', 'ubumuntu', 'unsabe', 'imbabazi', 'rwox']",negative
599,"['icyo', 'nikibazo', 'gusa', 'hari', 'ba', 'nyiri', 'mishinga', 'bayimfira', 'ariko', 'bikanga', 'nayo', 'igamfa']",negative
600,"['mwarimu', 'wamwigishije', 'nawe', 'yize', 'nabi', 'nigute', 'umwana', 'agira']",negative
601,"['izo', 'ziba', 'ari', 'likes', 'za', 'shitani', 'nabambari', 'behamwe', 'nabuzuye', 'irari']",negative
602,"['uko', 'kurimbuka', 'bigiye', 'kugwa', 'gitumo', 'abadiventisiti', 'nkuko', 'byagendekeye', 'abisiraheli', 'itabaza', 'itabazatv', 'rwanda', 'burundi', 'sdachurch']",negative
603,"['iyo', 'unaniwe', 'kwihangana', 'ukarasa', 'nawe', 'urabyumva', 'gahunda', 'zikomereza', 'i', 'mageragere']",negative
604,"['ikibazo', 'mushyiramo', 'nabatabakeneye', 'batareba', 'na', 'tweet', 'zanyu', 'none', 'za', 'small', 'fish', 'dufite', 'agashiha']",negative
605,"['wagera', 'he', 'se', 'mu', 'nzira', 'yuzuye', 'imitego', 'gutya', 'iyi', 'si', 'ni', 'ishuri']",negative
606,"['ikibazo', 'nuko', 'aribo', 'bapfa', 'mbere', 'yuko', 'ugafata']",negative
