tweet,label
user i was like asking yan gidan wazai idan min da karin maganarhakorin dariya and my brother was like hakorin dariya hakorin kuka mana,neutral
iba di njo nezie o bu mere m jiri tie egwu bu òchá iji kwalite idobe bee anyi ocha biko gazie gere ebe a  ,neutral
mbu so mma,positive
user àmín àṣẹ ire làá bá pàdé a ò ní kàgbákò,positive
eu era aquele tipo de estudante que não gostava de participar nas aulas por vergonha mas hoje em dia respondo por pena dos docentes falarem sozinhosmeus colegas não colaboram ,neutral
user allan yakawomana zaman lafiya ,positive
user sarkin sokoto kenan yakamta kafadwa sokotawa bamba abun sani dariyake,neutral
hhhh ach dar lik mskin,neutral
ah wila briti lhchich hbti ltarast ola tmstya hitach ana wld agadir walkin ana sakn frabat,negative
inzu itunganya umuziki highway music iyobowe producer kushbeatz gushyira hanze umuzingo windirimbo bise imidari ,neutral
user user àwọn ọmọ ọtan ayégbajú a máa kiiri ọjà délù u  àbàrí àti ègbo ,neutral
የቱርክ ምክር ቤት ራቺብ ጣይብ ኤርዶኻን ወደ ሊቢያ ወታደር ለማዝመት ያቀረቡትን ጥያቄ አጽድቋል የግብጽ ውጭ ጉዳይ መሥሪያ ቤት ከተመ የጸጥታ ምክር ቤት የውሳኔ ሐሳብ የሚቃረን,neutral
ከአዲስ አበባ ሆሳዕና ተመሳሳይ,neutral
user user user user user user user user user daalu rienne i bu ekwu eme ya gazie,positive
rt user emi eleti n seti alumo n seti niwaju eti eyin leti oku lo kan mi tin fi daso boju ile ti mo gbe o di ile owo ona ti m,positive
ዓላማ ታሪክን መቀየር ነው ተራ ምርጫ ማድረግ አይደለም የቀደሙት ዓይነት ምርጫዎችን መድገም አይደለም የእኛ ዓላማ ሰው በታሪካችን ለመጀመሪያ ጊዜ ሉዓላዊ የሚሁንበት ሀገር ከአድዋም የገ,neutral
dok rimat li kaylo7 ljassous fkroni f dak dessert w lkhdra li kayb9aw f l3chia dial sou9,neutral
user me qarya  d’an wuta kan a jima  ,negative
udo diri gi nna  ,positive
gyae gyae menk bi da,negative
onye nzuzu ogbete ,negative
tuganire nabana kubuzima be imyororokere bashire amatsiko bafite ,positive
እኔ ጓደኛዬ ነበር ስረድ ጉርደያኪስእ ልብምጭ አሁን የፍርሃት ጊዜ አይደለም,negative
thats why i hate maths and anything calculation like wetin dey find wey lost wettin dey arrange wen scatter,negative
user user nnem onwedi  ụwa chọrọ obi ume ani ma kà ọnye chụọ yá ike onwe show down ,neutral
democracia é muito mais que eleições gerais e multipartidárias a auscultação pública é também parte fundamental desse modelo governativo ceder à vontade do povo é sinônimo de boa governação e não de fraqueza das elites políticas como erradamente se pensa pérola do índico,neutral
user kuna tsoron kar kullu ne kuma ,neutral
user user ههههههههههههههههههههههه مسكين  كل واحد يمثل نفسو يا غامل,negative
this man sent me a video of him at work omo god dey create see lips now im here thinking all the things i could have done with and to him whilst hes busy working please yall give me work im a painter wall paper installer house finisher,positive
user i yaff returned sighs abughim onye obioma duadua ngwanu bye,neutral
user onye nkuzi flesh plince nlamdi,neutral
user user a jíire ara á le koko,positive
khasna ntndmo kola group ytkfl b haja,neutral
user banda abin bbc ai ba’a san maci tuwo sai miya ta kare jamu muje dai real madrid,positive
user baa yi kunce baayi anyi kuma kunce an  kenan,neutral
user hhh  allah y kiyaye,positive
olè tó ju prada aṣọ olè ló wọ oweigbalode nigeria,negative
user epa a swi dare,negative
user allah yasa musulunta sbd annabi saw mukuma allah kare imaninmu dauki rammu cikin addinin musulunci ,positive
user baba_is_owk hadin kan wadan nan muta nan muke so ina da tabbacin allah zai kawo mana karshen taaddancin dake damun mu  ,positive
user onye ime ezi ọ si ọ abacha   ,neutral
user wai hausawa sukace barewa tayi gudu dan ta yai rarrafe kai impassabil ,neutral
القطاع الصحي فبلادنا واكل العصا تقرير رسمي محتاجين لـ32 ألف طبيب إضافي وما بين 10 آلاف و14 ألف كادر هاجرو للخارج,neutral
user user user bakuda muntunci walahi  as loyal customers n500 baza yafe ba,negative
oruko mi stephen aloye omo enetomheabi mi si ilu lantoro mo si dagba si ilu ifo etsako central ilu edo mo ti tweetinyoruba,neutral
user babbar hujjar daka riƙa kai wuƙar ƙugu da ita a lokacin da kake yawan campaign neman ƙuriar talakawa ita ce lamarin tsaro sabi da haka zama dole tina maka,neutral
user kaga mutumin nan shi ta golf ma yake ya hayyu ya qayyoom karemu daga wannan rashi tsoron kasa ,positive
rt user níjeèló kókó-inú-ìwé ìròhìn ní obìnrin kan fìdí ọmọ rẹ jó ẹrọ ìdáná torí ó tọọlé orí bíbẹ wá ń ṣògùn orí fífọ o,negative
d khwroh b zayd z3ma kan labda kill him off kishimoto f dik period gha glss y9tel f characters wa7d wra lakhor ,neutral
user chigaba fa zaman lapia insha allah u,positive
فاليوم العالمي لمحاربة الملاريا وزارة الصحة كتحذر من إمكانية رجوع هاد المرض لبلادنا وكتوصي على الفحص المبكر,neutral
this your show off don dey too much o the bad belle in me say you dey violate social distancing in this critical time of second wave,negative
በጁሐር መሐመድ የሚመራው እራሱን ቄሮ ብሎ የሚጠራው ነብሰ ገዳይ ቡድን በመንግስት እየተረዳ ሕዝብን እያሸበረ ስለሆነ በተባበሩት መንግስታትና በአባሎቹ ከአሸባሪ ሊስት እንዲገባ ቆር,neutral
ta ghir guetlih livraison houwa yedreb taaam hhhhh,negative
jifunze kwa matako meupe ngwana joseph serengeta aka matako meupe alikamatwa katika wilaya malinyi mkoani morogo,neutral
user nwoke nọ there ata pụrụ onwe azụ ndụ anyị ma zi ebe ahụ,neutral
chale wode3 tena akyir3 ho to nt3 kasa kasa hunu god go shame us,negative
user allah maji rokon bayinsa ne allah gamu gareka kai kadai ne gatanmu allah kawo mana dauki da gaggawa ,positive
nga owula oke ohia no onwere agbara neriri aja good morning maina,positive
wọn á ní òyìnbó tó ṣe pẹnsù ló ṣèrèsà àwọn kan náà tó ṣe ẹrọ irinṣẹ oko irúgbìn gmo náà ló ṣe ajílẹ iyipadaojuojo yoruba,neutral
የምንፈልገው ሰዎችን ሳይሆን ማሸነፍ የምንፈልገው ነጋችንን ነው የጀመርነውን ጨርሰን ሪቫን እንቆርጣለን እንጂ ተስፋ አንቆርጥም,positive
user allah y karba yakuma bamu zaman lafiya gabadaya,positive
ojumo ire fun gbogbo o eni aso sowo aso somo aso si aiku baale oro tweetinyoruba,positive
nnyaa nhu hweee koraaa,neutral
user eh wanan yayi,positive
user علابالي تحوسي على هدي موديل تاع صبيغة شعر ههههه  user,neutral
user ni a ganina indae matured babe yayiwa to kamata a tsaya a duba a yanayin daya ganta har yayi mata fyaden babu macen da zaayi jimai da ita batare da hadin kanta ba note matan yanzu fah saboda balain shawa idan sukazo gittawa ta kusa da namiji wlh har dage dage suke ,negative
user user congratulations queen a gida queen a waje,positive
pẹlú gbogbo ìṣòro tí abala àwọn tó ń ṣe ohun tí ó tan mọ ìrìnnà ọkọ bóyá ayọkẹlẹ akérò afàyàfà àti bẹẹ bẹẹ lọ ń fà lórílẹ èdè nàìjíríà síbẹ àwọn kan tún yàn iṣẹ yìí láàyò láti ṣe kieporobikogbawole ogogoro yoruba oko,negative
እውነተኛ ዲሞክራሲ ስለተመሠረተ እንደግፍ ያለ ተፎካካሪ ድርጅት የለም,negative
we are in the eastern region ndi igbo kwenu kwe zyuo nu o o o onye ne mma nekwa ikperem ala chineke idi mma  100africanpraise,positive
o senhor ele mesmo está ministrando  dirigindo este culto angolawordconference ,neutral
user wannan da gani bashi da wayo,negative
user dama basu d aiki wadan nan inyamuran sai danfara da safarar kwayoyi don haka suka lalata sunan nigeria a kasashen duniya sbd haka visa ta china  da sauran minyan kasashen duniya takeyi mana yan nigeria wahala matuka sbd wannan mummunar hali nasu  dama raba kasar akayi wlh,negative
kaka ki nbi egba obun maa kuku bi okansoso oga maa fi yan araye loju ma rohun fi gberaga yoruba our philosophy on parenting needs to reviewed as a people because at the base of our cultural beliefs about ,positive
user amma dai ke yar iskace me kammanin karuwai kawai ,negative
ojumo ire lo mo mi lonii ki ona si ki ona la fun mi nitori oju ki pon isin ki isin ma la beeni lase edumare,positive
hadi ghir petite balade onta chadditi tri9 mawafatek bernoussi mawa9fatek ain 7arouda ,neutral
see team basaa bi,negative
buahahahah but the town dey cheap and as for china since big place fit get chilling places at this stage need cheap places,positive
prof baregu miaka 6070 ujinga umasikini hofu vilikuwa maadui lakini kwasasa ujinga umasikini h,neutral
pode colar user o pai faz o cabelo la com a melhor cabeleireira do mundo confia pai user bairro 1 de maio khongolote ,neutral
lah iwaf9k khoya ihab o rak howa top incha allah a7la ihab,positive
እርሱ የእኛ ጀግና ጀግና ነበር ሱነይሳ ምንም ቀጥሎ መሞከር የሚፈልገው ማን ነው ይላ ጥበልገመበ ንላፕሮውአ ንህይ,positive
ለጥቆማዉ እያመሰገንን የበአል ወቅትን ህብረተሰባችን በሰላም እንዲያከብር በማሰብ ጉዳዩን ከበዓሉ በኋላ ያዛወርነዉ መሆኑን እንገልፃለን,positive
oòrùn ti yọ kanbóro ọjọ mọkànlá sẹyìn oòrùn yọ kẹyìn adúpẹ ilẹ yó gbẹ díẹ wẹliwẹli n pọ,positive
user a gaisheku bbc hausa da wannan nazari mai zurfi ,positive
አትለማመጥ አቅም ካለህ ናና ተጋፈጥ እንዴ አሁን ምን እያደረገ እንደሆነ ጠፍቶህ ነዉ,negative
im like that too and thats why if i eventually decide to get married i will not marry an unfortunate individual that will wake me up and say she want to discuss something in the midnight i fit sit down for floor just dey cry,negative
user uhmmm allah shirya ,positive
user umu nwoke 042 adahi agba nbo,negative
جورنالات إسبانيا أكدات ترحيب دي ميستورا بموقف مدريد الجديد من ملف الصحرا,neutral
user user user user ekuke aburo nke obele na ụdị ahụ ebu akpịrị nahụ ,neutral
دعوه للتفائل,positive
ሊሆን ይችላል  ሞክረው እንዳትይኝ እንጂ,neutral
user sae tsaya saurari daka ,neutral
ẹni burúkú lè bẹ èpè lọwẹ sínú ayé ẹnìkan tàbí sínú ìdílé kan gẹgẹ bí ègún ègún yìí ò sì ní jẹ kí ayé ó gún régé àti rọrùn fẹni tí a gé ègún náà fún kò le è ṣe kí ó máà rí bẹẹ nítorí ègún kì í dára nínú iyán ogunileaye egunidile yoruba,negative
user  babban yaya a mafarki koh,neutral
nwanne ozu awụ ozu arụ ubochi nke nwanne ezi oyi ana igboproverbfriday,neutral
iṣẹ ìdílé àti ẹsìn ìdílé ma ń kópa nínú sísọ ọmọ ní orúkọ ní ilẹ yorùbá fún àpẹẹrẹ ìdílé àyàn àyàntáyọ àyànkúnlé abbl ìdílé oníṣàǹgó ṣàǹgówale ṣàǹgóbùnmi ìdílé ọlọya ọyákẹyẹ ọyafúnkẹ ìdílé onífá ifárẹmí ifálọla,neutral
منك لله يا ترامب ربنا كبير وقادر على نصر فلسطين الله منتقم جبار,negative
chineke ndinma igwe praise user anointingservice sunday askseekknock,positive
user to me shafeku ,negative
onyame mmer3 ne mmer3 pa frimpong,positive
i don de look one babe like that sinceee but as i get money she say i de creepy,negative
god if this thing fit just happen again,positive
ochichiobodo nweghari ndi pdp nsogbu ndi pdp ọhụrụ sonyere naths obikpo,neutral
rt user user e jowo e ran mi lowo pelu orin ilu ogun o lo bayi wipe ise 2xce omo ogun ise ya ese,positive
user gahunda uguheka nda nyine ugafata akaboko,neutral
በኦሮሚያ በ1 ነጥብ 2 ቢሊየን ብር የሚካሄዱ የንፁህ መጠጥ ውሃ ፕሮጀክቶች የኮንትራት ስምምነት ተፈረመ,positive
እኔ በቀን ከ30 ጊዜ በላይ ከማስነጠሴ ይልቅ የሚያሰለቸኝ አለቃዬ ባስነጠስኩ ቁጥር bless you ሲል thank you ማለቱ ነው,negative
user وعلاه مغطية وجها بعلم الجزائر  حشمت بيه nالمهم راهي عارفة من اين تؤكل الكتف خليها دير les affaires,negative
user kelenu jihovah nihi odinma nihi ruo mgbe ebighiebi ebere di,positive
user wannan shine maganar gaskiya barkanku da safiya ,positive
ለሃገር ሰላምና ለህዝቦች አንድነት የወጣቶች ሁለንተናዊ የነቃ ተሳትፎ ወሳኝ ነው,positive
for this season oh wetin dey happen,negative
user user nkita rabesiakwa ha onu,negative
user mu dai sai kallo,neutral
orukomi busayo ekundayo abi mi ilu egbe kogi si ile omoeleran okelerimolosi cms grammar school akoka bebelo tweetinyoruba,neutral
user ha kpatakwa gi aka i ga eji testimony nata,neutral
user to wai an hana twitter a nigeria amman user user user dame suke amfani suma suna using vpn ne ,neutral
سؤال غبي من صحافي أغبىأظن أن هذا السؤال لا يرقى إلى المكان وإلى الشخص الذي طرح عليهبل هذا مجرد كلام الشوارع لا غير,negative
user user user nya hapụ gị ùwà bu ofu mbia,neutral
olorun iwo ni iwo ni olorun oba aye raaye olorun iyanu orin iyin fun olu orun tweetinyoruba,positive
አዎ ልክ ነሽ ሰሊናዬ አንድ ለእናቱ ነበር ከዚህ በፊት በነበረው ፓርላማ,positive
user allah yasa can babu kidnapping kaga sai muyi sharhole amm muddin ansami boko haram wasu masu tada kayan baya dawowa earth xanyi ,positive
a vasati laku tawas,neutral
afi igba ti awon ara ilorin fariga fun user kaka ki wan so oko fun asetani saraki won paruwo ole ole mo ,negative
eeeiiii mey3 ashie me,neutral
user im sorry rahama,neutral
user nwanne m ọma ịbụkwa nụ asa onwe gị,positive
kugirango njye gusenga keretse mbonye umuntu wanyishyura 10k nkajyayo nkareba koko iruhande kiriziya hakiri akabari nkayanywera,negative
user to madallah kawai abasu ,positive
ድንቅ ፍፃሜ ከጎንህ ነን በርታልን ,positive
happy birthday nwanne di mba user ka chukwu gozie gi gba gi ume  ogologo ndu na aku nsi obi ike ,positive
user user ubundi se ntamugire utegetsw gukunda umugabo ugira ntiyanaharira abiririrwa abakuru kaburibumba ,negative
user ezigbo onye ala ,negative
wa bomba mchangani ni bombisa kuma user vodacom ,positive
omo i sent them email taya o like say i dey find job i went to their office twice and still dem sabi as my money waka my god is watching them a whole k,negative
kánàkò hmmm science ìmọ ìjìnlẹ àwọn bàbáa wa ẹní bá fẹ rin ìrìn àjò nígbà ìwáṣẹ ló ma ń lo ká-ọnà-kò user tweetyoruba,neutral
user user user user nna gi bu onye ara idiot,negative
taxa de saneamento e drenagem agora pobre não tem descanso,negative
massa go watch pogba gyai gyimi nu,negative
orúkọ la tún lè pe igba ibeere,neutral
aha auxeni ti nguavani,negative
ọba mélòó ló ti jẹ nílùú èkó ta ló jẹ ṣìkẹtàlá ibeere yoruba lagos,neutral
 just negodi excuse ndi mmadu pity  ,negative
kò rọrùn fún ọmọ aráyé láti fẹràn ẹni ọrẹ ó dé inú ẹni a fẹ la mọ a ò mọ ẹni tó fẹ ni ife owe yoruba,negative
ግቢ የሸሹት ሞት መንገድ ላይ አገኛቸው  ኧረ የመፍትሄ ያለህ እስከመቼ ሟቾች ቁጥር ብቻ እየሆኑ እንዘልቃለን ዘላቂ መፍትሄ የሚኖረው መቼ ነው,negative
3y3 paa ne kwasiaa saa n,negative
hehe my guy hustle o dem dey chop fine boy again,positive
user allah sarki harda kuka nayi barema inda yake cewa  barenticgi suwa jentali  may allah save us,positive
user fun mi ni nomba ero ibanisoro re tonlo fun wasaappuu yoruba,neutral
user sai a koma mota kuma ai ,neutral
user desde que nasci  até este ano que vou completar 22 anos nunca recebi presente dia dos namorados,negative
user ọrẹ mi àtàtà báwo òtútù ṣé ẹ ti kó gbogbo yìnyín tó rọ sí iwájú ilé kúrò àbí ,positive
me bu paa arh,negative
np akpa akuko na ogendiigbo wuser user  cc user,neutral
je wajua kwa nini tunahitaji kupata chanjo dhidi uviko 19 chanjo husaidia sana kuimarisha kinga mwili ina ufanisi mkubwa imethibitishwa shirika la afya duniani wh0,positive
enwere m nro di njo,negative
prince nwa afo ,neutral
champion since its ur birthday lemme try challenge ur undisputed heavyweight twi parlances opapu yri a owoso neho a ne nufu ano ntwi f3m obaa a neho enuonyam keke timu tu obi dan so ky3n nframa kesi top don a wadon kraa sini hbd dfm,positive
عمر القادري الجزائر منتهك متسلسل لحقوق الإنسان والقانون الإنساني,neutral
não é preciso bater para machucar a palavra dói o silêncio dói o desprezo dói a indiferença dói enfim ,negative
አሁን ያሉትም ያው ናቸው ባክህ ምን ተቀየረ መሪው ያለውን አሜን እያለ የሚቀጥል ካድሬ ነው መሪው ደግሞ ከእኔ በላይ አዋቂ የሚል ቱልቱላ ነው ,negative
èyí mú omi inú tòun tòde kan ìjàpá ó ní òun náà yí ò lọ dáko kòkó kí owó lè pọ jantirere lọwọ òun bíi ti ajá itanilumasee,neutral
النقابة الوطنية للتعليم بغينا نظام أساسي عادل كيدمج أساتذة الكونطرا,neutral
እስክንድርን ጽንፈኛ አማሮች ብቻ ናቸው የሚመርጡት,negative
nwata ara gi nkpume mü ebü ,negative
user happy sallah washa beby ,positive
dede anyi ese okwu ,negative
user f u pah ,negative
habari ahsante kuwasiliana nasi tuapenda kukufahamisha kwamba hata hicho kifurushi cha shilingi 500 kipo bonyeza 14901 kisha chagua nunua bando kisha chagua intaneti jiunge kifurushi kulingana matumizi yako ahsante kucha,positive
user allha kareka daga makiya zango daga masoyinka abdousalam niamey niger ,positive
user ó mà ṣe o kí ọlọrun dárí ji baba,positive
user user user hajiya rahama yaushe tamu xata fito,neutral
tam l firi ha 3ha ny3 facebook ne mo whatsapp groups nu,negative
ìbú  acre ìbú oko méjì mo fi gbin ọkà - i used two acre of land to sow maize inyoruba,neutral
team wei nti 3y3 nono,negative
hii imenkumbusha mbali asee,neutral
user hmmmm gi ike afuro kwam,neutral
enka teacher di3 di3 keep quiet class but wu si team fuuu wu b3 supporti ,negative
040 alan nkwasiafour wei destroyi me chance,negative
user user user user user user user otu onye ha nasi unu abiala ekele m gi,positive
user ka nke gi ,neutral
user a season one two don har yanxu bamu ga actor ba boss muke ta gani,neutral
رئيس فريق البي بي إس فالبرلمان لـگود على فضيحة ترويج برنامج فرصة فولكلور تلميعي تخسىرات عليه ملايين الدراهم من المال العام بلا فايدة,neutral
አዲስ አመት ደግሞ በታህሳስ አለ እንዴ,neutral
user za a cigaba da satan answer dai ,neutral
as pessoas falam para te o que queres ouvir a pior das coisas que podes fazer é ouvir um homem falido desisperado por emprego,neutral
atleast try follow back make i fit dey steal some ideas from your tl before i come collect the soap thank you sir,positive
ya3ni maria shno danbha bi ahlam lmoraha9a taba3ha 3ib tkon 3arabiya halbent,negative
user ohh kwana biyu kuma yan india ne sukaxo kan wannan baiwar allan toh dan temaka ki fassara mun wannan waqar don allah ,positive
ka ọbọdọ kwèrè ana eme chukwu tụọ la anyị throwing,neutral
and those dirty guys way dey wear boxer short for days dey like blowjobs pass choi girls dont suffer,negative
jawbini kifach ndiro lajh taaabiri,neutral
user mutumin da kasa sasanta balain boko haram shine xe iya sasanta rigimar da tun yana yaro ake yi saboda shishshigi ina ruwan shi da mali wai uban waye ma nada shi,negative
sọ àwọn ọrọ ní yorùbá pronounce words in yoruba dog- ajá monkey- ọbọ goat- ewúrẹ learnyorubaeasily yoruba pls subscribe to our youtube channel user ,neutral
i know its a monday morning but on this app this same gaddem app oh babe whey i dey famz whey i dey trip for same babe oh dey ask for another guy d print say i fine sef abi who i offended,negative
betajara   onye egwu user w user thirstythursday user,neutral
user user im replacing user for user biko nhia unu na-akọ ogbasa dị m ,neutral
user user user user user amin ase lase edumare daa daa yoo ma je ti eni kookan,positive
hhhhh daba yjii ma hsen v chuflek chi pc ykoun y mac gha sel3et chinwaa hhhhhh,neutral
kumoooo obiara boa adonko two fingers 3da a 3k ,positive
a lanyego onye nke a nzuzu ,negative
já me vasculharam e me acusaram de ter roubado meu próprio carro ,negative
ǹjẹ ìwọ mọ wípé ọmọ adú ló kọkọ ṣe ìpékeré ọdùnkùn tí wọn ń pè ní potato chips bhm,neutral
hna o machi hna ,neutral
user ai fa sai dai koma dai minene faru amma dai chelsea sai ta casa ,negative
advice wei nyinaa ho y3 tua elevy o,positive
jesus odi onyedikagi x2 onye onye onye odionye dikagi holyhillworship,positive
ṣé dáadáa la jí ńlé yìí ire ntiwa ekaaaro,positive
user ehhhhhhhh mba oooo obu egwu ndi acho ego,neutral
user user user  chukwu mgbe one zi,negative
user mama ike agwo go ,negative
we will not silenced it is not a crime to successful in our 20s mi ò tíì lọkọ ẹ má pa future husband mi fún mi ẹ má pa mí fún future husband mi sarsmustend endsars endpolicebrutality reformthenigerianpolice 5for5 ,positive
báyìí àfọnjá-láyà ṣe fi ọwọ fa wàhálà sílẹ yoòbá itanfulani darandaran yoruba,negative
اظن ان مشكل الصحراء سوف يبقى بدون حل,negative
even me as a guy i was really offended when i saw it check well e fit say woman way bring out such tin,negative
user da kyau haka ake son shugaba wannan zan cen gaskiya ne nan bada jimawa zasu gane kuskurensu inhar munada shugabanni irin ka,positive
እዚ ደሞ በነ ሚኒልክ አያት ሳሃለስላሴ ይታወቅ የነበርው ክራፍ  ያ ጋላ ቤተሰብ በ ራስ ጉግሳ የሚ መራ ሲል ተመልከት እና እስቲ ንገረኝ የኔ አማራ,negative
awddi awwdi mab9itfahmakoum la ntouma la souhaila katgolo haja o diro haja bssah hadak chghlkoum o had kht abbas hssabha m3aya,negative
wawu so some verified celebrities dey this app wey dey get reach likes per post,positive
الشباب يموت والا حول ولا قوة الا بالله,negative
user a daure a cika an cen ma tukun,neutral
rt user user what is mighty counsellor in yoruba language yoruba alagbawi to tobi ju  nsido,positive
donald trump ajuta kutoifungia facebook na twitter wakati wa utawala wake aliyekuwa rais marekani ameipongeza,negative
user user nsogbu dị nwanne ,negative
الناطق الرسمي باسم الحكومة مكاينش تعديل حكومي هاد الساعة,neutral
الحكومة دعم القمح اللين كلفنا 3 مليار درهم ف 3 أشهر وغانزيدو ندعمو العربات,neutral
የሆነ በዓል በመጣ ቁጥር በየ fmና tv ጣቢያ የሚተላለፈው የባንኮች የቸከ ማስታወቂያ አሰለቸነ 100 ሚሊየኑም ህዝብ ያለደያስፖራው ዕርጥባን በዓል ማክበር የማይችል እኮ ነው የሚያስመስሉት ,negative
user wato saboda munzama bayinsu koh,negative
kiswahili kigumupurukushaniahueniburundi kiswahili tunajitahidi sana ila bado kuna mengi hatuja yajuwa,neutral
user dani da user da user da user da my mom user da kuma sweety user ,neutral
user ammn kamar really extra ne a hannunsa ,neutral
asw3 wagyimie oooo eeiiii mey3m mpo ashi me s3naa ebi didi bi akyi eeiii kweku picaso,negative
user toh fah babban magana ,neutral
user daalụ naani onye igbo ga-abụ eze mee nwanne ọgaranya igbo ji ekwu onye na-aga kpọrọ nwanne ya igboamaka,positive
user da alamu dawowar da zatayi daukan shi ahalinsa xatayi ,neutral
ouii ms machi mochkil ba3da 2m katsawar mzy ou katbayan jomhor,positive
user ikon allah  haka kaduna ta koma toh allah kowa musu zaman lafia ,positive
user user user user user onweronu ebe ina dis side ogafe benin so zuo ike,neutral
user user هاااا جيجلي باه نلقاك علي حدود جيجل  ههههه,negative
user wslm rahma ina miki fatan tuba sannan da gyarawa allah yafemiki duk kurakurenki,positive
ትክክለኛ እርምጃ ነው ይሄ በሌሎችም ዩኒቨርስቲዎች መቀጠል አለበት,positive
hagize uguha amafaranga gutangiza business wumva wokora ibijyanye niki,neutral
chineke nna emego kwa nwa ogbuya ezegeuser fada fada mua di royal i living large sell sell nursemen ftuser u d enter london,positive
rt user user kò sibi tí n kò lè ọkọ bàbá mi cc user user,neutral
نريد التغير يا اخي  شخصينا لم نرى التغيير في هذا الحكومة  نفس حالة فقر و البطالة لي كنا فيها مزال فيها ,negative
not his fault our people wey dey encourage him,negative
user mani nonex make ,neutral
asa nwam kedu  ,positive
user user toxicology tagbuo unu ebe ahu o ,negative
user hahaahha dibe nna ihe nile ga adicha mma,positive
user wace youtube channel ce tafi kowwace yawan subscribersduba   ,neutral
ride ጥያቄ ራይድ ከፍለን ኤርፖርት ደርሰን ገና ውስጥ ሳንገባ አደባባይ አከባቢ ዉረድ የሚሉት ነገር ግራ የሚገባው በኤርፖርት አውቅና የሚፈጸም ነዉ,neutral
user ka nna àgwà gi,neutral
user ro ju di e loku emi asika osu  twitteryoruba,positive
بيان مشترك مغربي اسباني مغربية الصحرا وفتح الحدود البحرية والبرية وعملية مرحبا ها خارطة الطريق كلها,neutral
በቀጣይ ቴክኒዎሎጂው ወደ ስራ ሲገባ አሁን ባሉ ቁጥራቸው በ አአ 560000 በለይ ለሚሆኑት ነበርና በቀጣይ በግል እና በመንግሥት በሚገነቡ ግንባታዎች የገጠማ ስራ ላ,neutral
echi ga bu echi oma nime ndu nile ebe m nwere olilanya echi ga diranyi nma  ,positive
ní àárín ọgbọn ọdún ti o délé ayé o ti ṣe gudugudu méje àti yà yà mẹfà ní ìmáyé rọrùn ọmọnìyàn níbi gbogbo ní abúlé àgbáyé ó ti so ayé pọ okòwò ti rọrùn fún àwọn olókòwò èrò tí ó wà lórí ayélujára pọ yamùrá,positive
እኔ መሳቅ አልችልም ሻራኣኣኣፕ,neutral
user babangamiwe cyane n-uruganda rusatura amabuye ruri rwagati ngo user user  user user user user user user user user user user ,neutral
البرلماني المسعودي داير فضايح فمجال التعمير ها كيفاش كيستغل كاريير عشوائي فوق أرض سلالية نواحي كرسيف  وثائق,neutral
እዉነት ነው እግዚአብሔር ይረዳዋል በእርግጥኝነት መናገር የምችለው ዶክተር አብይን የኢትዮጵያ አምላክ አያሳፍረውም ሁሉ ነገር ይሳካለታል አፍራሾቹን ፈጣሪ ያሳፍራ,neutral
user user inalillahi innna illaihim rajiun  ubangiji allah yajikansu allah yagafartamusu,positive
user user to user tagama tallar asai mati a zazzau yanxu kuma xaku phara ,neutral
asiinnthe thing dey like f pitstop wey dem forget bring fresh set of boots,negative
habari pole sana changamoto tunaomba namba yako dm msaada zaidika,neutral
o chkouun 9aal ghayr daalek ohib sawt douniaa a3cha9 sawt ibtissam lihowa sawt adii bassit,positive
user user i would call it èrò onírúurú ìhun tí ó mú ohun ṣiṣẹ bí ó ti ṣe yẹ nítorí bí a bá tú u palẹ ìtúmọ structurestructural ìpìlẹìgbékalẹètò nǹkan tí a fi hun kínní náà papọ tí ó fi di ọkan èròìgbàgbọòye sì a lè lò fún theory,neutral
rt user user awe ma da awon eyan lohun jare wan o mo ju ma sin oyinbo je  ki won saa ma sa ori si ri si ,negative
 ìyá wurà   yèyée mi ìyá ni ìyá nìyáà mi user march30 user,positive
user user user inwerọ nsogbu ejim gi ụgwọ odeku mbọsi anyi fụrụ enyem gi ya,neutral
nezie ibu chukwu nezie ibu eze otu obula osiri di agam enye gi ekele obula gi bu eze ji ndu nara mbulie elu ojija mma,positive
user hurtumi taureshi hurtumi namijin sa ne ake dandaqe jairishi kuma taure dan akuya kenan idan aka dandaqe hegen,negative
user user user ụmụ ọgwụgwụ oge ọjọọ,negative
some basic things stay blowing my girls mind cos shes taking in all the love i really hope i dont kill her when i start my next level plans for cos shocked to death  mio le shey ewon tori surprise o surprise i surprise am i wan kill am,positive
ታይቶ የማይጠገብ ከልብ  የሚፈነጭ ደስታ ሲያሳዩት ማማሩ ሣቅና ፈገግታ ,positive
ní gbogbo ilẹ yoruba enìkan ṣoṣo kì í dọ-bá-ilẹ dọbálẹ fún ọba ta ẹni náà ibeere yoruba,neutral
ese noneho numvise akura iriya mico yumuco ,positive
user iliya dan mai karfi yayi magana yan fashin daji kuyi saranda,neutral
rt user bi awon olote fe bi won ko ama de ti afe de efi wan pe bi awon olote fe bi won ko orilede nigeria a de i,positive
ilú funfun báláú tí wọn tẹdó sórí àpáta ńlá méjì tí odò sì là kọjá ó ti wà fún ẹgbẹrún mélòókan ọdún ronda ,neutral
user mu gode bbc hausa,positive
a kìí lẹni ní musàn ká kíkan there are benefits to having your own in position learningyoruba yoruba proverbs idioms interpretation,positive
user  علابالي,positive
