ID	tweet	label
or_test_00413	and definitely do not die except as Akkasumas akka Muslimootaatti malee hin duinaa  URL	negative
or_test_00414	Oromoon Tokko Waliin gabroome tokkummaan qabsaayee bilisa baha WBO cinaa dhaabbachuun mallattoo tokkummaa fi dirqama Oromummaati IUOF WeStandWithOLA	positive
or_test_00415	Minilik Oromiyaa gara Xoopiyaatti erga jijjiiree Oromoon dhiigaa fannifamaa qalamaa hidhamaa ariatamaa salpachaa fi beelaaa jira Oromiyaa diina harkaa baafnu malee rakkoon Oromoo ittuma fufa Kanaaf WBO jabeessuun dirqama URL OromoIsStarving	negative
or_test_00416	Aadaa Walgargaarsaa Ummata Oromoo Cimsuudhaan Hawaasa Balaa Dandamatu ni Uumna URL	positive
or_test_00417	Yaa OromooOromoo Walloo irraa baradhu Hidhadhu walhidhachiisi WBO cinaa dhaabbadhu Mirgi ofittisuu selfdefense mirga UNn beekamti qabudha Diinonni keenya harka duwwaa nu hanbisanii tooftaan nu bitan URL OromoLiberationArmy WeStandWithOLA	positive
or_test_00418	We must work for the development of our country as our professionalHundi keenya guddina biyya keenyaaf hojjechuu wanna akkaataa ogummaa keenyaI must give good attitude to our country Dirqama biyya keenyaaf ilaalcha gaarii qabaachuu qabna	positive
or_test_00419	KFOn Miseensonnii fi geggeessitoonni isaa hedduun kora sabaa 2ffaa booda hidhamuu beeksise URL	neutral
or_test_00420	Humni Addaa Amaaraa Wallootti Ummata Oromoo dararaa jiraachuun dhagaame URL	negative
or_test_00421	Hayyuu keenya  jaal Gammachuu Ayyaanaa  nuf jiradhuu Qabsoo wbo tu bilisa si bassattiDhugaan jirtuu tanuma falmachuu wareegamuu wayyaa maalee mana taaani duuu duaa gadhee duuudha URL	negative
or_test_00422	Baaan qaba baaa Isa narraa buuu dide saniiMadaan qaba madaa Isa na fayyuu dide saniiBarana baaa sanis ofirraa buufnaMadaa Keenyas qoricha itti afuufna	positive
or_test_00423	Yeroo tokkoo tokkoo anumayu na ajaaiba ofuma woliin haasawa sagaleen kiyyaa alaa na jala baya yeroo sanii rifadhee waan namnni na dhagayee nati fakkaata yoomuu mira kessaa seenuu akkasati na hubadhaa	neutral
or_test_00424	Watch Tarkaanfiin WBOn Zoonilee waraanaa cufa keessatti loltoota diina irratti fudhatu itti fufee jira on YouTube URL	neutral
or_test_00425	Diina Oromo kan iittni test gotan Oromon yaada Nafixaanyaa deebisee dubbatuu Oromiyaa irraatti hojjaa irraa oolchuu tajaajilaa godhu jara kana firraa ofi taasissu dubba deemu dhiimma jara Oromo keesstti ibsuu  kuni diina Oromo tti	neutral
or_test_00426	Namni syaasaa dubbii cufaatiin ummataa waa hima garuu ummanni doomaa yo tahe hingaluuf Diinni garuu dubbii sun keeysaa jacha tokkoo lama fudhatee ummata doomaa sun dhamaayeeysa Lubootaa fii Dawaid ibsaa san dalgu jiran Diinni guddaan oromoo khan dhokatee maqaa ABOn oromo diigu URL	negative
or_test_00427	Mooichii kanuma keenya oloola diina fi yaada warri mooaman oofanin hin goowumnuu  ni injiiffana biyya keenyas geggessa keenya waliin ni ceesisna March4Ethiopia EthiopiaPrevails	positive
or_test_00428	kan waadaa  gatanii irbbuu nyaatanii qabsoo keessaa harcaatan kan garaaf jetanii ofi gurgurtanii nurattii hojeetan akkuma hinbriuu seeteejedhamu isiin moaamtaniittu Warrii qabsoo keessatti wareegamtaan fi warrii ammaa diina hunkuuteessaa jirtaan mootaniittu JMarroo	positive
or_test_00429	Goodina Harargee bahaa Aanaa Malkaa Ballootti ummanni beelaan dhumaa jira Hanga ammaatti namni 4 sababa beelaatiin duee jira yaa ummata keenya Waan qabnuun dirmanneefi duarraa haa baraarruu	neutral
or_test_00430	WBOn lafa diina irraa qulqulleesse hundatti  sirna bulchiinsa ummataa diriirsaa adeemaa jira Akka qabsoon oromoo itti guduunfamaa adeemaa jirtu  hubannee  qabsicha utubuun dirqama oromoo hundaatiBulchiinsa Godina  walloo URL	neutral
or_test_00431	YOYYAA   Akuman dubacha ture kunoo bilxiginaan DIORAMA SOBA AKKA ULLEE MARATONATTII WAL HARKA FUDHA MAXANSA JIRAN JAAL LIBAAN GURACHA GARUU GUYYAA HARA JOLLEE ISA WARAANA BILISUMMAA OROMOO WBO WALIIN DIINA GOGONBISSAA OLLEE  URL	negative
or_test_00432	Qorichi Namna dhukkuba gandummaan qabame  irraa fagaachuu qofa	neutral
or_test_00433	Godina walloo magaalaa booraa keessatti Liyyuu hayliin Amaraa kaabinoota walloo waliin tauun qotee bulaa oromoo walloo halkaniif guyyaa dararaa jirti oromoon walloo dukkana keessa jira lammiin lammiif gaachanaa haa dirmannufi	negative
or_test_00434	Oromoo koo Mee al tokko harka keessan ol naa qabaa irruman isinii busaaSaba seenaa isaa bekku isin haa godhuuAmenAmin	positive
or_test_00435	Waan Abiy fi diinonni saba Oromoo irratti hojjachaa jiran yoo xiinxallinu balaan saba keenyatti as deemu hedduu hamaa dha Kanaafuu sabni Oromoo tokkummaa fi humnasaa cimsatee badii irraa ofittisuuf WBO faana hiriiree nagaasaa eeggachuu qaba OromoVoice InvestigateAbiy	negative
or_test_00436	Yaa Oromo Oromoo Walloo irraa baradhu Hidhadhu walhidhachiisi WBO cinaa dhaabbadhu Mirgi ofittisuu selfdefense mirga UNn beekamti qabudha Diinonni keenya harka duwwaa nu hanbisanii tooftaan nu bitan OromoLiberationArmy OromoVoice WeStandWithOLA	positive
or_test_00437	Wareegamni Qeerroon Bilisummaa Oromoo ayyaana Irreechaa irraatti magaaloota Oromiyaa Finfinneef Bushooftuutti kan gabrummaa Oromoon keessa jiruu nu akeekudhaKanaafis uummanni Oromoo fincila eegalamee kana xiiqiif kutannoon itti fufuun qabsoo Bilisummaa Oromoo furgaasuuIUOf URL	neutral
or_test_00438	Oromookoo Kana dhaggeeffachuun dhaabbii kee tolfadhu sirnaan Nafxanyaan akka sabaatti addunyaa kana irra hin jirre akkanaan wal barsiisaa jirti Atis immoo diina kee barii qophii cimaa godhi Ofiifuu bakka jirtu hin beektuu akka waan jirtuu lafa keenyaaf foolatti Of qopheessi URL	negative
or_test_00439	Sabni humna ittisaa hin qabne weerara diinaa ofirraa qolachuu hin dandau Weeraraa fi waraanaa diinaa Oromoo irraa qolachuuf WBO jabeessuun dirqama Beekkomsa maallaqaa fi dandeettii keessan hundaan WBO bira dhaabbadhaa WBO jabeessaa OromoVoice StopOromoGenocide	positive
or_test_00440	ODUU GADDAA Ajjeechaa Sukannessaa Artistoota Oromoo Jumlaan Ajjefaman il URL via	negative
or_test_00441	Baga hiikamte Wanni sihidhe Saba keetif murannoo qabaachu keetif malee badii qabaateemiti HiikaHundumaa FreeTimeAll URL	positive
or_test_00442	Dur Qeesii Nafnyaatu jira ture amma Abbaa Gadaa Nafnyaas dhalateLameeenuu diggisii irraa deemtee firfaarsii nyaatti Qoshaashota maqaa Gadaan daldaltu badi asii jechuun dirqama Hayiluu Leellisaatu jedhe	negative
or_test_00443	Injifannoo Waraana Bilisummaa Oromoo Zooni Giddu Gala Kaaba Lixa Shaggaritti Cibraan Risaa Laga Mogor Ona Abunaa Gindabarat ganda Gaagoo Biiteetti kaleessa diina haleelee meeshaa irraa boojiamedha URL	negative
or_test_00444	Our culture is our beautyBareedduuOromo MargaBishaanLagaaNaduraasinyaatinBineensialagaajedheArtistn URL	positive
or_test_00445	Yeroo daiiman Oromoo garajabina hamaan rasaasa Ittii roobsanii ajeesan akka leencaa Goota ofigodhuu garuu Yeroo WBOn boojiaaman Aadurree manaa ofifakkeessuuHumnnii kuun Humnna addaa Diina Oromoo hajennuuyoo diina kaan boojiaamanii dhifamanuuisaan kuun gatii argachuu qabu URL	neutral
or_test_00446	Minilik Oromiyaa gara Xoopiyaatti erga jijjiiree Oromoon dhiigaa fannifamaa qalamaa hidhamaa ariatamaa salpachaa fi beelaaa jira Oromiyaa diina harkaa baafnu malee rakkoon Oromoo ittuma fufa Kanaaf WBO jabeessuun dirqama URL OromoIsStarving	negative
or_test_00447	Mootummaan Bilixignna ajaaiibuma baaseeObboleeyyan waan wal ajjeesiseeajjeesisaa jiruuf jecha madaaliyaafi gaachana kan ofbadhaasuboojiaamtoota warana kumaatama hedduu facaasee Kan dagateUmmataf dantaa kan hinqabnewaraan dhuma hinqabne qabsiisee kan qaqqaammatukkf URL	negative
or_test_00448	wbo koo wal malee maal qaban kanaaf waliin dhadaan yaa oromoo tokko nuf taaa asiif afachii hin gorinaa rakko yeroottif jettani diina jala hin figiin rakko yeroo yoo obsinee waan qabnu waliin geenye qabsoo keenya galmaan haganu dhignii keenya dhangalaa jiru kun waan xiqqoo siniti URL	positive
or_test_00449	Ajaaiba Marii haala yeroo irratti godhame kana hanga dhumatti dhageefadha URL	neutral
or_test_00450	HNNDuula Finxaaleyyii amaaraa Oromoonni Walloo akkamitti ifirraa qolach URL via	negative
or_test_00451	Sagantaan jiran hundi saba guddaf hin taan Namoota muraasa wajjin taaee akka saba xinna Oromoo ilaalani kan barreessan malee marii dheeraa fi rakkina saba keenya madaalu hin godhamne Kaaa lolaa duaa jechuun qofa hin mootu Rakkina abbotin keenya furan irratti kufa jirra	negative
or_test_00452	Wanti tae kan nama saalfachiisuDhaDr Asfaw miseensa koree OSAtu Jawar OSA irratti hirmaachuun kee dhaabicha diigaa nutti hin dhufin jedhee itti dubbate kunoo dhaamsa asii gadii tana Ebbisaaf ergee ani dhaabicha diiguu irra hafuu wayya jedhee jalaa hafe	neutral
or_test_00453	HahahahaMaal haa godhu namnoo hirriba dhiisee walhoraa bulaati Kan duaa bulurra kan dhalataa buluti caalaamUummata agabuu kana Omicron xab haa godhu	negative
or_test_00454	Sabni diina ofirraa hinqolanne baduu dandaa Diinonni keenya waggaa 150 ol ofii hidhatanii Oromoo harka duwwaa hanbisaniiruuOromoonllee seenaa irraa baratee diina isa balleessuuf hidhatee dhufe hidhannoodhaan ofirraa qolachuun mirga isaati OromoVoice AbiyMustGo	neutral
or_test_00455	Buaan qorannoo ajjeechaa Jila Gadaa Karrayyuu akka hin ibsamneef Aangaoonni Oromiyaa dhiibbaa gochaa jiru URL	negative
or_test_00456	Walloo koo Walloo koo Ijoolleen Warqituu Diina qeee dhufeef Yoomuu qoosaa beektuu Injifachuu maleesHarka laatte beektu  URL	positive
or_test_00457	Lixa Shaggar aanaa Jalduu Magaalaa Bonii tti WB0n diina kaampii keessaa ariee Battala isheewwaniitti qoosaa jiradaawwadhaa OromoLiberationArmy  URL	neutral
or_test_00458	warra mataan guduruuwarra diina hunkurujajjabee abdii sabaa kan kee maalumat fafaitti muddi	negative
or_test_00459	Hiriira diddaa dhiibbaa warra lixaa akka idil addunyaatti lammiilee Itoophiyaatiin bahame  URL	neutral
or_test_00460	Kun ajjeesuu qofa miti sanyii nama balleessuu dhaa cubbuu wallaah URL	negative
or_test_00461	Oromoo wajjiin duula waggaa 500 duraa keessa jirra Diina keenya kan kan tahe balleessuu qabna Asaamminoo Tseggeetu dubbatee ture Faannon karoora san galmaan gahaa jirti Oromoon garuu walqoonnee wallolaa jirra Yoo waloon hin qolanne dubbiin yaachistuudha Its now or never	negative
or_test_00462	UPDATEGootichi waraana bilisummaa oromoo zoonii lixaa galgala kana weerartuu konkolaataa 19n magaala Gimbii seenuuf turte bakka DhagaaDhaabbii jedhamutti barbadeesse	neutral
or_test_00463	Kan dua wal irrati ilaalu oromoo qofa Kan falmatee galma hin geenye oromoo qofa Kan wan isa qofaf duu oromoo qofa Kan baayinan salphate oromoo qofa	negative
or_test_00464	Dargaagoon Oromoo Ormaaf duuun bayyina Oromoo xiqqeessee hamilee matii Oromoo cabsee Diina Oromoo irratti goobsuuf yoo hin taanee Fayyidaa hin qabuOromoon amara bilisoomsuuf loluun isaa Garbummaa nuf toleera bilisummaahin feenu akka jedhettin ilaala	negative
or_test_00465	Isas dhabee dhugaa isaas dhabeDubartii jabduu dhiiga Abbaa Manaa isheetiif falmattu Guyyaa haqni Hacee mulatu fagoo miti Lubbuu qulqulluu badii tokko malee Zulmiin ajjeefameef Rabbi haa tumsuHacaaluun falmaa mirga Oromoo dha URL	positive
or_test_00466	WBO Zoonii Kibbaa  Otoo Lolamaa Jiruu Bobaa Diinaa Jalatti  Gaafa 452022 Humnaa Haarayaa Eebbisiisee Dirqama Itti aanuf Qopheessee URL	neutral
or_test_00467	Watch ODUU Hatattama WBOn Waraana PP Jumlaan Ajjeesaa Jira Ajjeechaa AfYaaii Bilxiginnaa  OMN Ethiopia on YouTube URL	negative
or_test_00468	Boring always fake tongueDhugaa dubbatanii bakka namatti dhihe buluu wayya jedha Oromoon	positive
or_test_00469	Haalli Itoophiyaa keessa jiru yeroorrraa gara yerootti hammaachaaa dhufeera Keessattuu yeroo ammaa kanatti gama tokkoon uummanni beelaan dhumaa yennaa jiru kanatti gama biraatiin ammo mootummaan daaimman ilmaan Oromoo hegeree biyyaa taan rasaasaan fixaa jira URL	negative
or_test_00470	The Harder the training the easier the battle Ones If you want to continue leadingyou must continue changing Shaakallii Cimaan dirqama Dirree lolaa itti tau siif  salphisaa  Gaggeessuu kee itti fufta taanan jijjiiramuu kees itti fufa URL	neutral
or_test_00471	Warri ati argitu kuniIlaallan simboon toluLoltuu Raashiyaa mitiWarra Yukireen lolu USAn hin leenchisneDoolara itti baaseeGalaanichatu guuteeQurxummii bakkee yaaseLoltuu sabaaf loluudhaWarra lubbuu laataniKaayyoo manaa baaniifTasa irbuu hin nyaatani URL	positive
or_test_00472	Yaa OromooOromoo Walloo irraa baradhu Hidhadhu walhidhachiisi WBO cinaa dhaabbadhu Mirgi ofittisuu selfdefense mirga UNn beekamti qabudha Diinonni keenya harka duwwaa nu hanbisanii tooftaan nu bitan URL OromoLiberationArmy WeStandWithOLA	positive
or_test_00473	Koyyoon dhugaa dhagaa nama boraafachisabooruu nama obaasa ija muka nama soorachiisa WBOOromoLiberationArmy URL	positive
or_test_00474	Mataan KFO duraanii Gabiruu Gabiramaariyaam Sobuurra darbbee Aalbastii garmalee xiraayuu Albauun Ajaaan biyya baldheesseYaa WBO oobsaa siif kennee nan ajaiibsiifadhaGootawwan gootoota caaluu isiniin qoofan argueDiina aalaa caalaa diinnummaa Oromoo danddamachuun ajaiiba	negative
or_test_00475	Wamiichaa Dirqama Oromummaa baauuJajabeen Kaayoo Ganamaa  Qabsoo Bilisummaa Oromotiifii WBOtii naaqamtee Qaawee kaasuu feeteeKootaa WBO Tuumsaa URL URL	negative
or_test_00476	Minilik Oromiyaa gara Xoopiyaatti erga jijjiiree Oromoon dhiigaa fannifamaa qalamaa hidhamaa ariatamaa salpachaa fi beelaaa jira Oromiyaa diina harkaa baafnu malee rakkoon Oromoo ittuma fufa Kanaaf WBO jabeessuun dirqama URL OromoIsStarving	negative
or_test_00477	Oromiyaa keessa beelliifi beelaan dhukkuba walqabatee jiru akkamitti ittisuuf yaalamaa jiraa laata URL	positive
or_test_00478	Namoonni biyyaa fi aadaa adda addaa irraa haaraa gara Yunaayitid Isteetis dhufan abjuu Ameerikaa keessaa qaban faana dhauu dhaan hedduun milkaaina argataniiruURL	neutral
or_test_00479	Ethiopeans UnityTo save their sovereigntyNational interests should require priorityBirmadummaan biyyaa ni dursaFedhiin biyyaalessaas dirqamaTokkummaanis humnaaKanneenfaa jabeeffadhaa walitti himaa URL	positive
or_test_00480	Inispeekter Nugusee Gurmeessaa kan Uummata Oromoo ajjeesisa jiru dua Haacaaluu Hundeessaa keessaa harka qabachuu keessa beektonni saxilaan URL	neutral
or_test_00481	Fakkeenya gootummaa jaal Guutuu Caalii isiintu roorroo diduu nu barsisedaandii keessantu jireenya keenyaf sababa guddaadhaWalabummaa oromiyaatif aarsaa lubbuu baaftanGalatoomaa URL	positive
or_test_00482	JIMMAA EEBAKITAABA AbdiGetachewAbebe Hinseenee borr eebbifama ture Garuu erga keessummoonni kabajaa biyya adda addaarraa dhufanii booda eebbi kitaabichaa Warra akka TemkinSheref fi Warra shira malee hojii hin beekne inaaftota saamtota bulchiinsa magaalaa URL	negative
or_test_00483	Uummaanni keenya OPDO Amantaansirbu dhiisatii Hayyoota keenyaaf eeggannoo barbaachisuu tasiisafisirni Hayyoota keenya hidhe dararaa ture bakkuma jirra akka Waan sirni kuni cabetti Akka hin fudhanne jechumaf	negative
or_test_00484	Hara galgalaHarargee Bahaa Qobbootti waraabessi Ummata dararaa tokko ture biyyetti dabalamee Jira	neutral
or_test_00485	Beelli Oromiyaatti lubbuu namaa galaafateKFOAjjeechaa suukanneessaa O URL via	negative
or_test_00486	Yooyyaa Yooyyaa oromoo kiyyaa qaaliiWaliitti deebinee jirraan ammaa booda URL	positive
or_test_00487	Warri qabsaahota Oromoo adda qoodanii itti duulan warra yaada dhiphaa qabani Dhiphummaatu Jawar nama arrabsiisa Dhiphoota	neutral
or_test_00488	godina Booranaa Ona mooyyalee ganda Arganneetti tarkaanfii laalessaa fudhateen  Bulchiinsa fi nageenya gandicha galaafateBifuma wal fakkaatuu  ganda maddootti qabeenya diina daara taasisee jira	negative
or_test_00489	Qomookoo Ijji addunyaa gaafa humna cimaa taanee baanu dirqamtee nu ilaalti malee dadhabina keenyatti jaamadha Kanaafuu humna guutuun kaanee diina keenya nafxanyaa balleessuu qabna Qaamni sirna nafxanyaa jiraachisu hundi gatii argachui qaba  Addumaan mataan irraa cituu qaba	neutral
or_test_00490	Oromoon walarrabsoo isa duriitti gadi deebiuu hin qabdu Walqeequun dirqama haala amma keessa jirru kanaan garuu eenyuyyuu hin moatu Buaas hin qabu Yeroon yeroo rakkoon cimaa ummatakeenya irratti gaaa jirudha Walobsuun dirqama Dhimma ummatichaa haa dursinu	positive
or_test_00491	KuyyuuKaaba Shaggar Ona kuyyuu qarqara magaalaa aanichaa bakka addaa Ulaa huummoo jedhamutti gootichi diinaa heedduu dhabamsiisuun konkolaataa diina deddeebistu lama boojie	neutral
or_test_00492	Yoomiyyuu taanan TPLF diina uummata Oromoo fi Biyya keenya Itiyoophiyaati	negative
or_test_00493	Oromoo iji diina hayyoota kee Baqqaalaa Dajanee Hamzaa Jawaar Gammaachuu Abdii Dawud irra jiraachuu hin dagatiina Lubbuu isaanii bararuni dirqama Oromoo hundati Harka diina micciri lubbuu hayyoota kee oolfaadhu	neutral
or_test_00494	Marqaa wayitii ati Garatti qaban kan hin qabne  Hammuma PP afaan si keesse afaan bante of keessa baasta Waa beektan see DUWWAA wayiiti ati	negative
or_test_00495	DARARAA MANA HIDHAA QAALLITTII Ilmaan Oromoo shiraan Mootummaan Abbaa Irree Abiyyi Ahimadiin duurfamu Mana hidhaatti murtee dabaa itti murteessee jiru irratti dararaan hammaatee jira Kanneen keesaa SHAASHOO ANBASSEE fi BOJAA GIRMAA yeroo ammaa kana badii URL	negative
or_test_00496	Minishirii gabaabdu nu ijoolee Marrooti ciqiciqi hin barbaanuJawaar garmaamamu tola maa mana hidhaa oolaABO yaa dhiirsa diina dhuftani reeODUU Hatattama Qeerroon Jawar fi jaal marro Masaraa motumma Abiy Buqasa  URL via	negative
or_test_00497	Qarree fi qeerroon bilisummaa Oromoof jireenya keesaan wareega lattani waa hunda dandeessani bosona Oromiyaa keessa jirtan biyya ofii irratti warri diina waliin hin nyaane harkas hin laanne kabajaatu isniif mala OromoliberationArmy OromoVoice	positive
or_test_00498	BoqonnaahaaraaijaarsaDimookiraasiiwaliinutuu nuti hin diigamin Itoophiyaan hin diigamtu jechuun diina keessa fi alaa wal ijaaree Itoophiyaa diiguf gurmaae bittinneessuun Itoophiyaan biyya cimtuu tauu ishee kan mirkaneesse hoogganaa Cimaa DrAbiy Ahmed URL	neutral
or_test_00499	InjifannooLixaaBeegii  Qashmaandootti farreen Oromoo fi Oromummaa akka ajaaibaatti hunkura oole heedduu wanneessee jira allaattiiniis quufte  Amaa Ambulaansiin 6 wannooshee rifeeraala Hospiitaala Naqamtee fiddee Jirti hajooftuun	negative
or_test_00500	BREAKING Itoophiyaan rakkoo hanqina maallaqaatirraa kankae Imbaasii ishee Aljeeriyaatti argamu cufteImbaasin Itoophiyaa biyya Aljeeriyaatti argamu ibsa harabaasen  dhiibbaa weerarri vaayirasii koroonaa diinagdeeItoophiyaarratti akka malee geessisen rakkqinahanqinhanqin URL	neutral
or_test_00501	Ajaaiba Rabbii nama Dinqisiisa jedhe Artisti Fayyisaa FuriiKanneen Suuraa isaanii argitan kun PPn Aanaa Kuyyuutti shanee toatame jettee  sobaan ummata burjaajessaa jiruQonnaan Bultoota walitti qabanii Meeshaa waraanaa Wajjira Poolisiitirraa baasii itti hidhanii akka waan URL	negative
or_test_00502	Jawar nami ini itti siiqee naga hin argatu tokko tokko of jala rukuta asi gaee  ABO diina tokkof goodhate diiguuf bara isaa gutuu irrati hojeeta jira  warra OMN ijare diina 2faa  Solomon Urgashe Abdii Fixee fi gazeexeesitoota hunda facasee bakeeti gate WBO diina 3faa goodhat	neutral
or_test_00503	5 Naannoo Amharaa fi Affar deebisanii dhaabuun dirqama Naannoolee hundaati deebisanii dhaabuun kun garuu Oromiyaa fi Tigraayi hin ilaallatu Amma Shanee fi TPLF jiranittii Oromiyaa fi Tigraayi saamuun ajjeesuun hidhuun dirqama jetteetti5n	negative
or_test_00504	URL Abebe akkuma Haile Silase Cubbu Walloon dhiyyooti badi Adanech Abebe fi Finfinnee shame on you Walloon 300000 mana irra buqaaan beelaa fi sooman mana malee utuu agabuu bulan isaa irrati amoo faannoon utuu ajeefaman isaanin gargaruu dide	negative
or_test_00505	Lubbuu ilmaan oromoodha gatii dhaabe jira rabbii guddaa haa dubbatuu malee waaee keenya Tokkummaa dhiisneetu Impaayeera suphuuf fiignaa Oromoon kunoo akkanaan dhumaa jiraa Oromoo dammaqi hidhadhu gurmaaii bilisummaa arguuf W3O jabeessi Mass killing of Oromo people URL	positive
or_test_00506	Buaan qorannoo ajjeechaa Jila Gadaa Karrayyuu akka hin ibsamneef Aangaoonni Oromiyaa dhiibbaa gochaa jiru URL	neutral
or_test_00507	Kana booda barri WBOn bosona keessa qofa dhukatee jiraatu xumurame WBOn Amma Of ittisurraa gara diina haleelee barbadeessee lafa Oromiyaa bilisoomfachuutti cehee jira URL	neutral
or_test_00508	Abjuu natti fakkaata Haaceekoo dhabnikeeDhuguma duute mooJirta anoo sin shakkee    Amanee hin fudhanneHanga ammaa dua keeHalkanii fi guyyaan eegaDeebitee dhuftaa kee   Erga ati deemtee Balbala hin cufanneSumaan eegaa jiraAbdii hin kutanne  URL	neutral
or_test_00509	Obboo JawarMohammed Itti Aanaa Dura Taaaafi Itti Gaafatamaa Haajaa Alaa KongiresiinFederaalistiiOromoo Tauun Muudaman Dirqama Itti Kenname Haalaa Gaariin Baachuufi Waadaa SeeneeBulloo Hayyicha Sanyii Gootaa Bara Hojii Garii Siif Haa Tahuu Congratulations URL	neutral
or_test_00510	Walleelee Tigriffaan beekamuu Daawwiit Naggaa Dilbata kaleessaa duan addunyaa kana irraa boqotee jiraWellisaa Daawwiit guyyoota safiif hospitaala Addis Hiwoot jedhamu kan Finfinnee keessatti yaalamaa eega ture booda lubbuun isaa darbe artist music URL	neutral
or_test_00511	Kaii Keessaa fi alaan wal ijaarii falmadhu Garee fi gitaan wal qooddee duaa hin jiraatiin Akka dubartii ulfaa teessee  Saveourleader hin jedhiin Kun qaaniidha Dammaqisaveoromoo	negative
or_test_00512	Finfinnee kan beenne barsiisuuf karaa dandaame cufaan duula godhuun dirqama URL	negative
or_test_00513	Ati asii ajandaa ofii WBOn Oromiyaa irraa diina ofaa jirati	negative
or_test_00514	Itiyoophiyaan Biyya Amantaa Sabaafi Sablammoota Adda Addaa Qabdu Tahuun Isiidha Beekkamaadha Ilaalcha Booda Hafaa Duulloomaafi Ilaalcha Addaan Wal Qoqqooduu Gidduu Keenyatti Argamu Dhabamsiifne Yaadama Haaraafi Ilaalcha Tarkaanfataadhan Bakka Buusuun Dirqama Hunda Keenyaati URL	positive
or_test_00515	Turtii yeroo dheeraa booda Haadha Oromoo fi AbbaanOromoo waal arganii jiruBaga waal Agartan URL	positive
or_test_00516	HNNMay 16 2022 Itoopiyaa naannoo amaaraa tti General Teferraa Maammo qaama hin beekkamneen kan butamee jiru tahuu matiin isaa ibsanWaan Dabaa kuns Jiraa URL	neutral
or_test_00517	Furmaata ilma namaaf furmaataNamni garaa ilmoo namaatti jabaatu waaqni garaa hin jabaatu hammeenyumman kana caalu dachee gubaa hin jiruDhimma lammiilee keenya Saudii mana hidha keessatti dararaa argaa jiraannif namni namummaa qabuuf fayyaa qabu sagalee tauuffiin dirqaama URL	positive
or_test_00518	WBOWollga Libration front is a disasterOromoon isiin bakka butaan tokko hin jiruisiin ganda keesanuu gubdaani eenyuutu isiin fedha kana boodaOromoo qodu tish kijbdu duru kanatuu isiin salphise ilmaan cuubbuu yaa diqaloota gojame buna gurrachu wollaga dhufitte dhalitte	negative
or_test_00519	Yaa OromooOromoo Walloo irraa baradhu Hidhadhu walhidhachiisi WBO cinaa dhaabbadhu Mirgi ofittisuu selfdefense mirga UNn beekamti qabudha Diinonni keenya harka duwwaa nu hanbisanii tooftaan nu bitan URL OromoLiberationArmy WeStandWithOLA	positive
or_test_00520	Minilik Oromiyaa gara Xoopiyaatti erga jijjiiree Oromoon dhiigaa fannifamaa qalamaa hidhamaa ariatamaa salpachaa fi beelaaa jira Oromiyaa diina harkaa baafnu malee rakkoon Oromoo ittuma fufa Kanaaf WBO jabeessuun dirqama URL OromoIsStarving	negative
or_test_00521	wareegamuu Haacaaluu fi Dua Nuhoo booda waan maxansee seenaaf QABSAAAAN NI KUFA QABSOON ITTI FUFA  June 292020 Kaayyoo inni Nuhoo umrii isaa guutuu aarsaa itti godhe galmaan gahuuf waadaa keenya haaromsina January 19 2022 URL	positive
or_test_00522	Korri WBO Finfinnee hanga Lixa Oromiyaa hirmaachise milkiin obbaeeraWaaree booda ONM eeggadhaURL	neutral
or_test_00523	Ethiopeans UnityTo save their sovereigntyNational interests should require priorityBirmadummaan biyyaa ni dursaFedhiin biyyaalessaas dirqamaTokkummaanis humnaaKanneenfaa jabeeffadhaa walitti himaa	positive
or_test_00524	Yaa Allaahu yaa rahmaan waan sin dhibneen nun dhibin kaaliqa kiyyaa dhibamaa keenya hundaa nuu aafiyi  Aamiiiiiiiiiiiin Allahumma Aamiiiiiiiiiin URL	positive
or_test_00525	Minilik Oromiyaa gara Xoopiyaatti erga jijjiiree Oromoon dhiigaa fannifamaa qalamaa hidhamaa ariatamaa salpachaa fi beelaaa jira Oromiyaa diina harkaa baafnu malee rakkoon Oromoo ittuma fufa Kanaaf WBO jabeessuun dirqama URL OromoIsStarving	neutral
or_test_00526	Oromoon ofiif furmaata tau malee namarraa furmaata eeguu hin qabu Sochiin hawaasaa dhiibbaa inni mootummaa abbaa hirree irratti fidu salphaa miti Abbootiin hirree humna hidhate caalaa sochii uummataa sodaatu URL	positive
or_test_00527	AmaraFanno yetim tebetino inde qura mecohun qexilobetal Oromoon bakka jiru hundaa diinasaatti gadi bahee itti cabsuu qaba WBOJabeessaa URL	negative
or_test_00528	Ummanni Oromoo WBO gargaaruu qofa otoo hin taane akka dhalanamaatti kabajamuuf lafa jiraatu maratti ofumasaa WBO tauun dirqama filannoo hin qabneedha Yaa Oromoo kai Hidhadhu Walhidhachiisi WBO tai IUOF OromoVoice OromoIsStarving	neutral
or_test_00529	GOOTATU SEENAA GOOTA YAADATAGOOTATU QEEE GOOTAS GAAFATAGOONI QABSOOF BAHEE HIN DUUNEINNI QABSOOF DUES HIN DUUNE   GOOTTA DUA MALEESEENAAN GOOTAA HIN DUUGootota injifannooSabaaf wareegamanSeenaatu yaadataKaayyoo gootota keenyaaAarsaa kafaluun Galmaan geenya URL	positive
or_test_00530	Jarri Sammuu badii malee Sammuu nagaaf yaadu hin qabani jaaloo	negative
